objective_id,lesson_id,bloom_level,objective_text,priority_rank,assessed_by
obj_000519,les_aemt_000260,apply,Apply a structured EMS assessment and management plan for seizure at the AEMT level.,1,scenario/question
obj_000520,les_aemt_000260,analyse,Identify red flags and common pitfalls in seizure scenarios.,2,question/debrief
obj_000521,les_aemt_000261,apply,Apply a structured EMS assessment and management plan for seizure at the AEMT level.,1,scenario/question
obj_000522,les_aemt_000261,analyse,Identify red flags and common pitfalls in seizure scenarios.,2,question/debrief
obj_000523,les_aemt_000262,apply,Apply a structured EMS assessment and management plan for diabetes at the AEMT level.,1,scenario/question
obj_000524,les_aemt_000262,analyse,Identify red flags and common pitfalls in diabetes scenarios.,2,question/debrief
obj_000525,les_aemt_000263,apply,Apply a structured EMS assessment and management plan for diabetes at the AEMT level.,1,scenario/question
obj_000526,les_aemt_000263,analyse,Identify red flags and common pitfalls in diabetes scenarios.,2,question/debrief
obj_000527,les_aemt_000264,apply,Apply a structured EMS assessment and management plan for diabetes at the AEMT level.,1,scenario/question
obj_000528,les_aemt_000264,analyse,Identify red flags and common pitfalls in diabetes scenarios.,2,question/debrief
obj_000529,les_aemt_000265,apply,Apply a structured EMS assessment and management plan for toxicology at the AEMT level.,1,scenario/question
obj_000530,les_aemt_000265,analyse,Identify red flags and common pitfalls in toxicology scenarios.,2,question/debrief
obj_000531,les_aemt_000266,apply,Apply a structured EMS assessment and management plan for toxicology at the AEMT level.,1,scenario/question
obj_000532,les_aemt_000266,analyse,Identify red flags and common pitfalls in toxicology scenarios.,2,question/debrief
obj_000533,les_aemt_000267,apply,Apply a structured EMS assessment and management plan for toxicology at the AEMT level.,1,scenario/question
obj_000534,les_aemt_000267,analyse,Identify red flags and common pitfalls in toxicology scenarios.,2,question/debrief
obj_000535,les_aemt_000268,apply,Apply a structured EMS assessment and management plan for sepsis at the AEMT level.,1,scenario/question
obj_000536,les_aemt_000268,analyse,Identify red flags and common pitfalls in sepsis scenarios.,2,question/debrief
obj_000537,les_aemt_000269,apply,Apply a structured EMS assessment and management plan for sepsis at the AEMT level.,1,scenario/question
obj_000538,les_aemt_000269,analyse,Identify red flags and common pitfalls in sepsis scenarios.,2,question/debrief
obj_000539,les_aemt_000270,apply,Apply a structured EMS assessment and management plan for sepsis at the AEMT level.,1,scenario/question
obj_000540,les_aemt_000270,analyse,Identify red flags and common pitfalls in sepsis scenarios.,2,question/debrief
obj_000541,les_aemt_000271,apply,Apply a structured EMS assessment and management plan for abdominal pain at the AEMT level.,1,scenario/question
obj_000542,les_aemt_000271,analyse,Identify red flags and common pitfalls in abdominal pain scenarios.,2,question/debrief
obj_000543,les_aemt_000272,apply,Apply a structured EMS assessment and management plan for abdominal pain at the AEMT level.,1,scenario/question
obj_000544,les_aemt_000272,analyse,Identify red flags and common pitfalls in abdominal pain scenarios.,2,question/debrief
obj_000545,les_aemt_000273,apply,Apply a structured EMS assessment and management plan for abdominal pain at the AEMT level.,1,scenario/question
obj_000546,les_aemt_000273,analyse,Identify red flags and common pitfalls in abdominal pain scenarios.,2,question/debrief
obj_000547,les_aemt_000274,apply,Apply a structured EMS assessment and management plan for renal at the AEMT level.,1,scenario/question
obj_000548,les_aemt_000274,analyse,Identify red flags and common pitfalls in renal scenarios.,2,question/debrief
obj_000549,les_aemt_000275,apply,Apply a structured EMS assessment and management plan for renal at the AEMT level.,1,scenario/question
obj_000550,les_aemt_000275,analyse,Identify red flags and common pitfalls in renal scenarios.,2,question/debrief
obj_000551,les_aemt_000276,apply,Apply a structured EMS assessment and management plan for renal at the AEMT level.,1,scenario/question
obj_000552,les_aemt_000276,analyse,Identify red flags and common pitfalls in renal scenarios.,2,question/debrief
obj_000553,les_aemt_000277,apply,Apply a structured EMS assessment and management plan for behavioral crisis at the AEMT level.,1,scenario/question
obj_000554,les_aemt_000277,analyse,Identify red flags and common pitfalls in behavioral crisis scenarios.,2,question/debrief
obj_000555,les_aemt_000278,apply,Apply a structured EMS assessment and management plan for behavioral crisis at the AEMT level.,1,scenario/question
obj_000556,les_aemt_000278,analyse,Identify red flags and common pitfalls in behavioral crisis scenarios.,2,question/debrief
obj_000557,les_aemt_000279,apply,Apply a structured EMS assessment and management plan for behavioral crisis at the AEMT level.,1,scenario/question
obj_000558,les_aemt_000279,analyse,Identify red flags and common pitfalls in behavioral crisis scenarios.,2,question/debrief
obj_000559,les_aemt_000280,apply,Apply a structured EMS assessment and management plan for ob delivery at the AEMT level.,1,scenario/question
obj_000560,les_aemt_000280,analyse,Identify red flags and common pitfalls in ob delivery scenarios.,2,question/debrief
obj_000561,les_aemt_000281,apply,Apply a structured EMS assessment and management plan for ob delivery at the AEMT level.,1,scenario/question
obj_000562,les_aemt_000281,analyse,Identify red flags and common pitfalls in ob delivery scenarios.,2,question/debrief
obj_000563,les_aemt_000282,apply,Apply a structured EMS assessment and management plan for ob delivery at the AEMT level.,1,scenario/question
obj_000564,les_aemt_000282,analyse,Identify red flags and common pitfalls in ob delivery scenarios.,2,question/debrief
obj_000565,les_aemt_000283,apply,Apply a structured EMS assessment and management plan for neonatal resuscitation at the AEMT level.,1,scenario/question
obj_000566,les_aemt_000283,analyse,Identify red flags and common pitfalls in neonatal resuscitation scenarios.,2,question/debrief
obj_000567,les_aemt_000284,apply,Apply a structured EMS assessment and management plan for neonatal resuscitation at the AEMT level.,1,scenario/question
obj_000568,les_aemt_000284,analyse,Identify red flags and common pitfalls in neonatal resuscitation scenarios.,2,question/debrief
obj_000569,les_aemt_000285,apply,Apply a structured EMS assessment and management plan for neonatal resuscitation at the AEMT level.,1,scenario/question
obj_000570,les_aemt_000285,analyse,Identify red flags and common pitfalls in neonatal resuscitation scenarios.,2,question/debrief
obj_000571,les_aemt_000286,apply,Apply a structured EMS assessment and management plan for pediatrics at the AEMT level.,1,scenario/question
obj_000572,les_aemt_000286,analyse,Identify red flags and common pitfalls in pediatrics scenarios.,2,question/debrief
obj_000573,les_aemt_000287,apply,Apply a structured EMS assessment and management plan for pediatrics at the AEMT level.,1,scenario/question
obj_000574,les_aemt_000287,analyse,Identify red flags and common pitfalls in pediatrics scenarios.,2,question/debrief
obj_000575,les_aemt_000288,apply,Apply a structured EMS assessment and management plan for pediatrics at the AEMT level.,1,scenario/question
obj_000576,les_aemt_000288,analyse,Identify red flags and common pitfalls in pediatrics scenarios.,2,question/debrief
obj_000577,les_aemt_000289,apply,Apply a structured EMS assessment and management plan for geriatrics at the AEMT level.,1,scenario/question
obj_000578,les_aemt_000289,analyse,Identify red flags and common pitfalls in geriatrics scenarios.,2,question/debrief
obj_000579,les_aemt_000290,apply,Apply a structured EMS assessment and management plan for geriatrics at the AEMT level.,1,scenario/question
obj_000580,les_aemt_000290,analyse,Identify red flags and common pitfalls in geriatrics scenarios.,2,question/debrief
obj_000581,les_aemt_000291,apply,Apply a structured EMS assessment and management plan for geriatrics at the AEMT level.,1,scenario/question
obj_000582,les_aemt_000291,analyse,Identify red flags and common pitfalls in geriatrics scenarios.,2,question/debrief
obj_000583,les_aemt_000292,apply,Apply a structured EMS assessment and management plan for allergy anaphylaxis at the AEMT level.,1,scenario/question
obj_000584,les_aemt_000292,analyse,Identify red flags and common pitfalls in allergy anaphylaxis scenarios.,2,question/debrief
obj_000585,les_aemt_000293,apply,Apply a structured EMS assessment and management plan for allergy anaphylaxis at the AEMT level.,1,scenario/question
obj_000586,les_aemt_000293,analyse,Identify red flags and common pitfalls in allergy anaphylaxis scenarios.,2,question/debrief
obj_000587,les_aemt_000294,apply,Apply a structured EMS assessment and management plan for allergy anaphylaxis at the AEMT level.,1,scenario/question
obj_000588,les_aemt_000294,analyse,Identify red flags and common pitfalls in allergy anaphylaxis scenarios.,2,question/debrief
obj_000589,les_aemt_000295,apply,Apply a structured EMS assessment and management plan for scene safety at the AEMT level.,1,scenario/question
obj_000590,les_aemt_000295,analyse,Identify red flags and common pitfalls in scene safety scenarios.,2,question/debrief
obj_000591,les_aemt_000296,apply,Apply a structured EMS assessment and management plan for scene safety at the AEMT level.,1,scenario/question
obj_000592,les_aemt_000296,analyse,Identify red flags and common pitfalls in scene safety scenarios.,2,question/debrief
obj_000593,les_aemt_000297,apply,Apply a structured EMS assessment and management plan for scene safety at the AEMT level.,1,scenario/question
obj_000594,les_aemt_000297,analyse,Identify red flags and common pitfalls in scene safety scenarios.,2,question/debrief
obj_000595,les_aemt_000298,apply,Apply a structured EMS assessment and management plan for ppe infection control at the AEMT level.,1,scenario/question
obj_000596,les_aemt_000298,analyse,Identify red flags and common pitfalls in ppe infection control scenarios.,2,question/debrief
obj_000597,les_aemt_000299,apply,Apply a structured EMS assessment and management plan for ppe infection control at the AEMT level.,1,scenario/question
obj_000598,les_aemt_000299,analyse,Identify red flags and common pitfalls in ppe infection control scenarios.,2,question/debrief
obj_000599,les_aemt_000300,apply,Apply a structured EMS assessment and management plan for ppe infection control at the AEMT level.,1,scenario/question
obj_000600,les_aemt_000300,analyse,Identify red flags and common pitfalls in ppe infection control scenarios.,2,question/debrief
obj_000601,les_aemt_000301,apply,Apply a structured EMS assessment and management plan for hazmat awareness at the AEMT level.,1,scenario/question
obj_000602,les_aemt_000301,analyse,Identify red flags and common pitfalls in hazmat awareness scenarios.,2,question/debrief
obj_000603,les_aemt_000302,apply,Apply a structured EMS assessment and management plan for hazmat awareness at the AEMT level.,1,scenario/question
obj_000604,les_aemt_000302,analyse,Identify red flags and common pitfalls in hazmat awareness scenarios.,2,question/debrief
obj_000605,les_aemt_000303,apply,Apply a structured EMS assessment and management plan for hazmat awareness at the AEMT level.,1,scenario/question
obj_000606,les_aemt_000303,analyse,Identify red flags and common pitfalls in hazmat awareness scenarios.,2,question/debrief
obj_000607,les_aemt_000304,apply,Apply a structured EMS assessment and management plan for mci triage at the AEMT level.,1,scenario/question
obj_000608,les_aemt_000304,analyse,Identify red flags and common pitfalls in mci triage scenarios.,2,question/debrief
obj_000609,les_aemt_000305,apply,Apply a structured EMS assessment and management plan for mci triage at the AEMT level.,1,scenario/question
obj_000610,les_aemt_000305,analyse,Identify red flags and common pitfalls in mci triage scenarios.,2,question/debrief
obj_000611,les_aemt_000306,apply,Apply a structured EMS assessment and management plan for mci triage at the AEMT level.,1,scenario/question
obj_000612,les_aemt_000306,analyse,Identify red flags and common pitfalls in mci triage scenarios.,2,question/debrief
obj_000613,les_aemt_000307,apply,Apply a structured EMS assessment and management plan for radio report at the AEMT level.,1,scenario/question
obj_000614,les_aemt_000307,analyse,Identify red flags and common pitfalls in radio report scenarios.,2,question/debrief
obj_000615,les_aemt_000308,apply,Apply a structured EMS assessment and management plan for radio report at the AEMT level.,1,scenario/question
obj_000616,les_aemt_000308,analyse,Identify red flags and common pitfalls in radio report scenarios.,2,question/debrief
obj_000617,les_aemt_000309,apply,Apply a structured EMS assessment and management plan for radio report at the AEMT level.,1,scenario/question
obj_000618,les_aemt_000309,analyse,Identify red flags and common pitfalls in radio report scenarios.,2,question/debrief
obj_000619,les_aemt_000310,apply,Apply a structured EMS assessment and management plan for documentation at the AEMT level.,1,scenario/question
obj_000620,les_aemt_000310,analyse,Identify red flags and common pitfalls in documentation scenarios.,2,question/debrief
obj_000621,les_aemt_000311,apply,Apply a structured EMS assessment and management plan for documentation at the AEMT level.,1,scenario/question
obj_000622,les_aemt_000311,analyse,Identify red flags and common pitfalls in documentation scenarios.,2,question/debrief
obj_000623,les_aemt_000312,apply,Apply a structured EMS assessment and management plan for documentation at the AEMT level.,1,scenario/question
obj_000624,les_aemt_000312,analyse,Identify red flags and common pitfalls in documentation scenarios.,2,question/debrief
obj_000625,les_aemt_000313,apply,Apply a structured EMS assessment and management plan for legal consent at the AEMT level.,1,scenario/question
obj_000626,les_aemt_000313,analyse,Identify red flags and common pitfalls in legal consent scenarios.,2,question/debrief
obj_000627,les_aemt_000314,apply,Apply a structured EMS assessment and management plan for legal consent at the AEMT level.,1,scenario/question
obj_000628,les_aemt_000314,analyse,Identify red flags and common pitfalls in legal consent scenarios.,2,question/debrief
obj_000629,les_aemt_000315,apply,Apply a structured EMS assessment and management plan for legal consent at the AEMT level.,1,scenario/question
obj_000630,les_aemt_000315,analyse,Identify red flags and common pitfalls in legal consent scenarios.,2,question/debrief
obj_000631,les_aemt_000316,apply,Apply a structured EMS assessment and management plan for refusal at the AEMT level.,1,scenario/question
obj_000632,les_aemt_000316,analyse,Identify red flags and common pitfalls in refusal scenarios.,2,question/debrief
obj_000633,les_aemt_000317,apply,Apply a structured EMS assessment and management plan for refusal at the AEMT level.,1,scenario/question
obj_000634,les_aemt_000317,analyse,Identify red flags and common pitfalls in refusal scenarios.,2,question/debrief
obj_000635,les_aemt_000318,apply,Apply a structured EMS assessment and management plan for refusal at the AEMT level.,1,scenario/question
obj_000636,les_aemt_000318,analyse,Identify red flags and common pitfalls in refusal scenarios.,2,question/debrief
obj_000637,les_aemt_000319,apply,Apply a structured EMS assessment and management plan for interfacility at the AEMT level.,1,scenario/question
obj_000638,les_aemt_000319,analyse,Identify red flags and common pitfalls in interfacility scenarios.,2,question/debrief
obj_000639,les_aemt_000320,apply,Apply a structured EMS assessment and management plan for interfacility at the AEMT level.,1,scenario/question
obj_000640,les_aemt_000320,analyse,Identify red flags and common pitfalls in interfacility scenarios.,2,question/debrief
obj_000641,les_aemt_000321,apply,Apply a structured EMS assessment and management plan for interfacility at the AEMT level.,1,scenario/question
obj_000642,les_aemt_000321,analyse,Identify red flags and common pitfalls in interfacility scenarios.,2,question/debrief
obj_000643,les_aemt_000322,apply,Apply a structured EMS assessment and management plan for wellness resilience at the AEMT level.,1,scenario/question
obj_000644,les_aemt_000322,analyse,Identify red flags and common pitfalls in wellness resilience scenarios.,2,question/debrief
obj_000645,les_aemt_000323,apply,Apply a structured EMS assessment and management plan for wellness resilience at the AEMT level.,1,scenario/question
obj_000646,les_aemt_000323,analyse,Identify red flags and common pitfalls in wellness resilience scenarios.,2,question/debrief
obj_000647,les_aemt_000324,apply,Apply a structured EMS assessment and management plan for wellness resilience at the AEMT level.,1,scenario/question
obj_000648,les_aemt_000324,analyse,Identify red flags and common pitfalls in wellness resilience scenarios.,2,question/debrief
obj_000649,les_aemt_000325,apply,Apply a structured EMS assessment and management plan for ambulance ops at the AEMT level.,1,scenario/question
obj_000650,les_aemt_000325,analyse,Identify red flags and common pitfalls in ambulance ops scenarios.,2,question/debrief
obj_000651,les_aemt_000326,apply,Apply a structured EMS assessment and management plan for ambulance ops at the AEMT level.,1,scenario/question
obj_000652,les_aemt_000326,analyse,Identify red flags and common pitfalls in ambulance ops scenarios.,2,question/debrief
obj_000653,les_aemt_000327,apply,Apply a structured EMS assessment and management plan for ambulance ops at the AEMT level.,1,scenario/question
obj_000654,les_aemt_000327,analyse,Identify red flags and common pitfalls in ambulance ops scenarios.,2,question/debrief
obj_000655,les_aemt_000328,apply,Apply a structured EMS assessment and management plan for quality improvement at the AEMT level.,1,scenario/question
obj_000656,les_aemt_000328,analyse,Identify red flags and common pitfalls in quality improvement scenarios.,2,question/debrief
obj_000657,les_aemt_000329,apply,Apply a structured EMS assessment and management plan for quality improvement at the AEMT level.,1,scenario/question
obj_000658,les_aemt_000329,analyse,Identify red flags and common pitfalls in quality improvement scenarios.,2,question/debrief
obj_000659,les_aemt_000330,apply,Apply a structured EMS assessment and management plan for quality improvement at the AEMT level.,1,scenario/question
obj_000660,les_aemt_000330,analyse,Identify red flags and common pitfalls in quality improvement scenarios.,2,question/debrief
obj_000661,les_aemt_000331,apply,Apply a structured EMS assessment and management plan for anatomy physiology at the AEMT level.,1,scenario/question
obj_000662,les_aemt_000331,analyse,Identify red flags and common pitfalls in anatomy physiology scenarios.,2,question/debrief
obj_000663,les_aemt_000332,apply,Apply a structured EMS assessment and management plan for anatomy physiology at the AEMT level.,1,scenario/question
obj_000664,les_aemt_000332,analyse,Identify red flags and common pitfalls in anatomy physiology scenarios.,2,question/debrief
obj_000665,les_aemt_000333,apply,Apply a structured EMS assessment and management plan for anatomy physiology at the AEMT level.,1,scenario/question
obj_000666,les_aemt_000333,analyse,Identify red flags and common pitfalls in anatomy physiology scenarios.,2,question/debrief
obj_000667,les_aemt_000334,apply,Apply a structured EMS assessment and management plan for medical terminology at the AEMT level.,1,scenario/question
obj_000668,les_aemt_000334,analyse,Identify red flags and common pitfalls in medical terminology scenarios.,2,question/debrief
obj_000669,les_aemt_000335,apply,Apply a structured EMS assessment and management plan for medical terminology at the AEMT level.,1,scenario/question
obj_000670,les_aemt_000335,analyse,Identify red flags and common pitfalls in medical terminology scenarios.,2,question/debrief
obj_000671,les_aemt_000336,apply,Apply a structured EMS assessment and management plan for medical terminology at the AEMT level.,1,scenario/question
obj_000672,les_aemt_000336,analyse,Identify red flags and common pitfalls in medical terminology scenarios.,2,question/debrief
obj_000673,les_aemt_000337,apply,Apply a structured EMS assessment and management plan for pathophysiology at the AEMT level.,1,scenario/question
obj_000674,les_aemt_000337,analyse,Identify red flags and common pitfalls in pathophysiology scenarios.,2,question/debrief
obj_000675,les_aemt_000338,apply,Apply a structured EMS assessment and management plan for pathophysiology at the AEMT level.,1,scenario/question
obj_000676,les_aemt_000338,analyse,Identify red flags and common pitfalls in pathophysiology scenarios.,2,question/debrief
obj_000677,les_aemt_000339,apply,Apply a structured EMS assessment and management plan for pathophysiology at the AEMT level.,1,scenario/question
obj_000678,les_aemt_000339,analyse,Identify red flags and common pitfalls in pathophysiology scenarios.,2,question/debrief
obj_000679,les_aemt_000340,apply,Apply a structured EMS assessment and management plan for pharmacology basics at the AEMT level.,1,scenario/question
obj_000680,les_aemt_000340,analyse,Identify red flags and common pitfalls in pharmacology basics scenarios.,2,question/debrief
obj_000681,les_aemt_000341,apply,Apply a structured EMS assessment and management plan for pharmacology basics at the AEMT level.,1,scenario/question
obj_000682,les_aemt_000341,analyse,Identify red flags and common pitfalls in pharmacology basics scenarios.,2,question/debrief
obj_000683,les_aemt_000342,apply,Apply a structured EMS assessment and management plan for pharmacology basics at the AEMT level.,1,scenario/question
obj_000684,les_aemt_000342,analyse,Identify red flags and common pitfalls in pharmacology basics scenarios.,2,question/debrief
obj_000685,les_aemt_000343,apply,Apply a structured EMS assessment and management plan for medication math at the AEMT level.,1,scenario/question
obj_000686,les_aemt_000343,analyse,Identify red flags and common pitfalls in medication math scenarios.,2,question/debrief
obj_000687,les_aemt_000344,apply,Apply a structured EMS assessment and management plan for medication math at the AEMT level.,1,scenario/question
obj_000688,les_aemt_000344,analyse,Identify red flags and common pitfalls in medication math scenarios.,2,question/debrief
obj_000689,les_aemt_000345,apply,Apply a structured EMS assessment and management plan for medication math at the AEMT level.,1,scenario/question
obj_000690,les_aemt_000345,analyse,Identify red flags and common pitfalls in medication math scenarios.,2,question/debrief
obj_000691,les_aemt_000346,apply,Apply a structured EMS assessment and management plan for ecg fundamentals at the AEMT level.,1,scenario/question
obj_000692,les_aemt_000346,analyse,Identify red flags and common pitfalls in ecg fundamentals scenarios.,2,question/debrief
obj_000693,les_aemt_000347,apply,Apply a structured EMS assessment and management plan for ecg fundamentals at the AEMT level.,1,scenario/question
obj_000694,les_aemt_000347,analyse,Identify red flags and common pitfalls in ecg fundamentals scenarios.,2,question/debrief
obj_000695,les_aemt_000348,apply,Apply a structured EMS assessment and management plan for ecg fundamentals at the AEMT level.,1,scenario/question
obj_000696,les_aemt_000348,analyse,Identify red flags and common pitfalls in ecg fundamentals scenarios.,2,question/debrief
obj_000697,les_aemt_000349,apply,Apply a structured EMS assessment and management plan for vital signs at the AEMT level.,1,scenario/question
obj_000698,les_aemt_000349,analyse,Identify red flags and common pitfalls in vital signs scenarios.,2,question/debrief
obj_000699,les_aemt_000350,apply,Apply a structured EMS assessment and management plan for vital signs at the AEMT level.,1,scenario/question
obj_000700,les_aemt_000350,analyse,Identify red flags and common pitfalls in vital signs scenarios.,2,question/debrief
obj_000701,les_aemt_000351,apply,Apply a structured EMS assessment and management plan for vital signs at the AEMT level.,1,scenario/question
obj_000702,les_aemt_000351,analyse,Identify red flags and common pitfalls in vital signs scenarios.,2,question/debrief
obj_000703,les_aemt_000352,apply,Apply a structured EMS assessment and management plan for assessment frameworks at the AEMT level.,1,scenario/question
obj_000704,les_aemt_000352,analyse,Identify red flags and common pitfalls in assessment frameworks scenarios.,2,question/debrief
obj_000705,les_aemt_000353,apply,Apply a structured EMS assessment and management plan for assessment frameworks at the AEMT level.,1,scenario/question
obj_000706,les_aemt_000353,analyse,Identify red flags and common pitfalls in assessment frameworks scenarios.,2,question/debrief
obj_000707,les_aemt_000354,apply,Apply a structured EMS assessment and management plan for assessment frameworks at the AEMT level.,1,scenario/question
obj_000708,les_aemt_000354,analyse,Identify red flags and common pitfalls in assessment frameworks scenarios.,2,question/debrief
obj_000709,les_aemt_000355,apply,Apply a structured EMS assessment and management plan for communication at the AEMT level.,1,scenario/question
obj_000710,les_aemt_000355,analyse,Identify red flags and common pitfalls in communication scenarios.,2,question/debrief
obj_000711,les_aemt_000356,apply,Apply a structured EMS assessment and management plan for communication at the AEMT level.,1,scenario/question
obj_000712,les_aemt_000356,analyse,Identify red flags and common pitfalls in communication scenarios.,2,question/debrief
obj_000713,les_aemt_000357,apply,Apply a structured EMS assessment and management plan for communication at the AEMT level.,1,scenario/question
obj_000714,les_aemt_000357,analyse,Identify red flags and common pitfalls in communication scenarios.,2,question/debrief
obj_000715,les_aemt_000358,apply,Apply a structured EMS assessment and management plan for ethics at the AEMT level.,1,scenario/question
obj_000716,les_aemt_000358,analyse,Identify red flags and common pitfalls in ethics scenarios.,2,question/debrief
obj_000717,les_aemt_000359,apply,Apply a structured EMS assessment and management plan for ethics at the AEMT level.,1,scenario/question
obj_000718,les_aemt_000359,analyse,Identify red flags and common pitfalls in ethics scenarios.,2,question/debrief
obj_000719,les_aemt_000360,apply,Apply a structured EMS assessment and management plan for ethics at the AEMT level.,1,scenario/question
obj_000720,les_aemt_000360,analyse,Identify red flags and common pitfalls in ethics scenarios.,2,question/debrief
obj_000721,les_paramedic_000361,apply,Apply a structured EMS assessment and management plan for airway anatomy at the PARAMEDIC level.,1,scenario/question
obj_000722,les_paramedic_000361,analyse,Identify red flags and common pitfalls in airway anatomy scenarios.,2,question/debrief
obj_000723,les_paramedic_000362,apply,Apply a structured EMS assessment and management plan for airway anatomy at the PARAMEDIC level.,1,scenario/question
obj_000724,les_paramedic_000362,analyse,Identify red flags and common pitfalls in airway anatomy scenarios.,2,question/debrief
obj_000725,les_paramedic_000363,apply,Apply a structured EMS assessment and management plan for airway anatomy at the PARAMEDIC level.,1,scenario/question
obj_000726,les_paramedic_000363,analyse,Identify red flags and common pitfalls in airway anatomy scenarios.,2,question/debrief
obj_000727,les_paramedic_000364,apply,Apply a structured EMS assessment and management plan for airway assessment at the PARAMEDIC level.,1,scenario/question
obj_000728,les_paramedic_000364,analyse,Identify red flags and common pitfalls in airway assessment scenarios.,2,question/debrief
obj_000729,les_paramedic_000365,apply,Apply a structured EMS assessment and management plan for airway assessment at the PARAMEDIC level.,1,scenario/question
obj_000730,les_paramedic_000365,analyse,Identify red flags and common pitfalls in airway assessment scenarios.,2,question/debrief
obj_000731,les_paramedic_000366,apply,Apply a structured EMS assessment and management plan for airway assessment at the PARAMEDIC level.,1,scenario/question
obj_000732,les_paramedic_000366,analyse,Identify red flags and common pitfalls in airway assessment scenarios.,2,question/debrief
obj_000733,les_paramedic_000367,apply,Apply a structured EMS assessment and management plan for oxygen delivery at the PARAMEDIC level.,1,scenario/question
obj_000734,les_paramedic_000367,analyse,Identify red flags and common pitfalls in oxygen delivery scenarios.,2,question/debrief
obj_000735,les_paramedic_000368,apply,Apply a structured EMS assessment and management plan for oxygen delivery at the PARAMEDIC level.,1,scenario/question
obj_000736,les_paramedic_000368,analyse,Identify red flags and common pitfalls in oxygen delivery scenarios.,2,question/debrief
obj_000737,les_paramedic_000369,apply,Apply a structured EMS assessment and management plan for oxygen delivery at the PARAMEDIC level.,1,scenario/question
obj_000738,les_paramedic_000369,analyse,Identify red flags and common pitfalls in oxygen delivery scenarios.,2,question/debrief
obj_000739,les_paramedic_000370,apply,Apply a structured EMS assessment and management plan for bvm ventilation at the PARAMEDIC level.,1,scenario/question
obj_000740,les_paramedic_000370,analyse,Identify red flags and common pitfalls in bvm ventilation scenarios.,2,question/debrief
obj_000741,les_paramedic_000371,apply,Apply a structured EMS assessment and management plan for bvm ventilation at the PARAMEDIC level.,1,scenario/question
obj_000742,les_paramedic_000371,analyse,Identify red flags and common pitfalls in bvm ventilation scenarios.,2,question/debrief
obj_000743,les_paramedic_000372,apply,Apply a structured EMS assessment and management plan for bvm ventilation at the PARAMEDIC level.,1,scenario/question
obj_000744,les_paramedic_000372,analyse,Identify red flags and common pitfalls in bvm ventilation scenarios.,2,question/debrief
obj_000745,les_paramedic_000373,apply,Apply a structured EMS assessment and management plan for suctioning at the PARAMEDIC level.,1,scenario/question
obj_000746,les_paramedic_000373,analyse,Identify red flags and common pitfalls in suctioning scenarios.,2,question/debrief
obj_000747,les_paramedic_000374,apply,Apply a structured EMS assessment and management plan for suctioning at the PARAMEDIC level.,1,scenario/question
obj_000748,les_paramedic_000374,analyse,Identify red flags and common pitfalls in suctioning scenarios.,2,question/debrief
obj_000749,les_paramedic_000375,apply,Apply a structured EMS assessment and management plan for suctioning at the PARAMEDIC level.,1,scenario/question
obj_000750,les_paramedic_000375,analyse,Identify red flags and common pitfalls in suctioning scenarios.,2,question/debrief
obj_000751,les_paramedic_000376,apply,Apply a structured EMS assessment and management plan for adjuncts at the PARAMEDIC level.,1,scenario/question
obj_000752,les_paramedic_000376,analyse,Identify red flags and common pitfalls in adjuncts scenarios.,2,question/debrief
obj_000753,les_paramedic_000377,apply,Apply a structured EMS assessment and management plan for adjuncts at the PARAMEDIC level.,1,scenario/question
obj_000754,les_paramedic_000377,analyse,Identify red flags and common pitfalls in adjuncts scenarios.,2,question/debrief
obj_000755,les_paramedic_000378,apply,Apply a structured EMS assessment and management plan for adjuncts at the PARAMEDIC level.,1,scenario/question
obj_000756,les_paramedic_000378,analyse,Identify red flags and common pitfalls in adjuncts scenarios.,2,question/debrief
obj_000757,les_paramedic_000379,apply,Apply a structured EMS assessment and management plan for cpap at the PARAMEDIC level.,1,scenario/question
obj_000758,les_paramedic_000379,analyse,Identify red flags and common pitfalls in cpap scenarios.,2,question/debrief
obj_000759,les_paramedic_000380,apply,Apply a structured EMS assessment and management plan for cpap at the PARAMEDIC level.,1,scenario/question
obj_000760,les_paramedic_000380,analyse,Identify red flags and common pitfalls in cpap scenarios.,2,question/debrief
obj_000761,les_paramedic_000381,apply,Apply a structured EMS assessment and management plan for cpap at the PARAMEDIC level.,1,scenario/question
obj_000762,les_paramedic_000381,analyse,Identify red flags and common pitfalls in cpap scenarios.,2,question/debrief
obj_000763,les_paramedic_000382,apply,Apply a structured EMS assessment and management plan for respiratory distress at the PARAMEDIC level.,1,scenario/question
obj_000764,les_paramedic_000382,analyse,Identify red flags and common pitfalls in respiratory distress scenarios.,2,question/debrief
obj_000765,les_paramedic_000383,apply,Apply a structured EMS assessment and management plan for respiratory distress at the PARAMEDIC level.,1,scenario/question
obj_000766,les_paramedic_000383,analyse,Identify red flags and common pitfalls in respiratory distress scenarios.,2,question/debrief
obj_000767,les_paramedic_000384,apply,Apply a structured EMS assessment and management plan for respiratory distress at the PARAMEDIC level.,1,scenario/question
obj_000768,les_paramedic_000384,analyse,Identify red flags and common pitfalls in respiratory distress scenarios.,2,question/debrief
obj_000769,les_paramedic_000385,apply,Apply a structured EMS assessment and management plan for asthma copd at the PARAMEDIC level.,1,scenario/question
obj_000770,les_paramedic_000385,analyse,Identify red flags and common pitfalls in asthma copd scenarios.,2,question/debrief
