step_id,scenario_id,phase,cue_text,data_payload_json,expected_action,scope_allowed,dangerous_wrong_action,consequence_text,next_default_step_id
step_001040,scn_aemt_000104,debrief,Debrief: Motor vehicle crash with bleeding. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform debrief tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,
step_001041,scn_aemt_000105,dispatch,Dispatch: Fall from height. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform dispatch tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001042
step_001042,scn_aemt_000105,arrival,Arrival: Fall from height. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform arrival tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001043
step_001043,scn_aemt_000105,scene_size_up,Scene Size Up: Fall from height. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform scene size up tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001044
step_001044,scn_aemt_000105,primary,Primary: Fall from height. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform primary tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001045
step_001045,scn_aemt_000105,immediate_interventions,Immediate Interventions: Fall from height. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform immediate interventions tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001046
step_001046,scn_aemt_000105,secondary,Secondary: Fall from height. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform secondary tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001047
step_001047,scn_aemt_000105,reassessment,Reassessment: Fall from height. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform reassessment tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001048
step_001048,scn_aemt_000105,transport,Transport: Fall from height. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform transport tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001049
step_001049,scn_aemt_000105,handoff,Handoff: Fall from height. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform handoff tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001050
step_001050,scn_aemt_000105,debrief,Debrief: Fall from height. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform debrief tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,
step_001051,scn_aemt_000106,dispatch,Dispatch: Altered mental status diabetic. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform dispatch tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001052
step_001052,scn_aemt_000106,arrival,Arrival: Altered mental status diabetic. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform arrival tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001053
step_001053,scn_aemt_000106,scene_size_up,Scene Size Up: Altered mental status diabetic. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform scene size up tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001054
step_001054,scn_aemt_000106,primary,Primary: Altered mental status diabetic. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform primary tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001055
step_001055,scn_aemt_000106,immediate_interventions,Immediate Interventions: Altered mental status diabetic. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform immediate interventions tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001056
step_001056,scn_aemt_000106,secondary,Secondary: Altered mental status diabetic. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform secondary tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001057
step_001057,scn_aemt_000106,reassessment,Reassessment: Altered mental status diabetic. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform reassessment tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001058
step_001058,scn_aemt_000106,transport,Transport: Altered mental status diabetic. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform transport tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001059
step_001059,scn_aemt_000106,handoff,Handoff: Altered mental status diabetic. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform handoff tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001060
step_001060,scn_aemt_000106,debrief,Debrief: Altered mental status diabetic. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform debrief tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,
step_001061,scn_aemt_000107,dispatch,Dispatch: Active seizure. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform dispatch tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001062
step_001062,scn_aemt_000107,arrival,Arrival: Active seizure. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform arrival tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001063
step_001063,scn_aemt_000107,scene_size_up,Scene Size Up: Active seizure. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform scene size up tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001064
step_001064,scn_aemt_000107,primary,Primary: Active seizure. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform primary tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001065
step_001065,scn_aemt_000107,immediate_interventions,Immediate Interventions: Active seizure. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform immediate interventions tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001066
step_001066,scn_aemt_000107,secondary,Secondary: Active seizure. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform secondary tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001067
step_001067,scn_aemt_000107,reassessment,Reassessment: Active seizure. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform reassessment tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001068
step_001068,scn_aemt_000107,transport,Transport: Active seizure. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform transport tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001069
step_001069,scn_aemt_000107,handoff,Handoff: Active seizure. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform handoff tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001070
step_001070,scn_aemt_000107,debrief,Debrief: Active seizure. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform debrief tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,
step_001071,scn_aemt_000108,dispatch,Dispatch: Imminent delivery. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform dispatch tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001072
step_001072,scn_aemt_000108,arrival,Arrival: Imminent delivery. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform arrival tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001073
step_001073,scn_aemt_000108,scene_size_up,Scene Size Up: Imminent delivery. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform scene size up tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001074
step_001074,scn_aemt_000108,primary,Primary: Imminent delivery. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform primary tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001075
step_001075,scn_aemt_000108,immediate_interventions,Immediate Interventions: Imminent delivery. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform immediate interventions tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001076
step_001076,scn_aemt_000108,secondary,Secondary: Imminent delivery. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform secondary tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001077
step_001077,scn_aemt_000108,reassessment,Reassessment: Imminent delivery. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform reassessment tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001078
step_001078,scn_aemt_000108,transport,Transport: Imminent delivery. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform transport tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001079
step_001079,scn_aemt_000108,handoff,Handoff: Imminent delivery. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform handoff tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001080
step_001080,scn_aemt_000108,debrief,Debrief: Imminent delivery. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform debrief tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,
step_001081,scn_aemt_000109,dispatch,Dispatch: MCI school bus incident. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform dispatch tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001082
step_001082,scn_aemt_000109,arrival,Arrival: MCI school bus incident. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform arrival tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001083
step_001083,scn_aemt_000109,scene_size_up,Scene Size Up: MCI school bus incident. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform scene size up tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001084
step_001084,scn_aemt_000109,primary,Primary: MCI school bus incident. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform primary tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001085
step_001085,scn_aemt_000109,immediate_interventions,Immediate Interventions: MCI school bus incident. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform immediate interventions tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001086
step_001086,scn_aemt_000109,secondary,Secondary: MCI school bus incident. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform secondary tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001087
step_001087,scn_aemt_000109,reassessment,Reassessment: MCI school bus incident. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform reassessment tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001088
step_001088,scn_aemt_000109,transport,Transport: MCI school bus incident. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform transport tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001089
step_001089,scn_aemt_000109,handoff,Handoff: MCI school bus incident. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform handoff tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001090
step_001090,scn_aemt_000109,debrief,Debrief: MCI school bus incident. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform debrief tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,
step_001091,scn_aemt_000110,dispatch,Dispatch: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform dispatch tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001092
step_001092,scn_aemt_000110,arrival,Arrival: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform arrival tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001093
step_001093,scn_aemt_000110,scene_size_up,Scene Size Up: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform scene size up tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001094
step_001094,scn_aemt_000110,primary,Primary: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform primary tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001095
step_001095,scn_aemt_000110,immediate_interventions,Immediate Interventions: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform immediate interventions tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001096
step_001096,scn_aemt_000110,secondary,Secondary: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 122, ""rr"": 22, ""bp"": ""protocol_case"", ""spo2"": 92, ""pain"": 8, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform secondary tasks, identify life threats, stay within AEMT scope, and reassess.",aemt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_001097
