cref_id,content_type,content_id,reference_id,pinpoint_text,citation_priority
cref_000691,question,q_emt_000115,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000692,question,q_emt_000116,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000693,question,q_emt_000117,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000694,question,q_emt_000118,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000695,question,q_emt_000119,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000696,question,q_emt_000120,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000697,question,q_emt_000121,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000698,question,q_emt_000122,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000699,question,q_emt_000123,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000700,question,q_emt_000124,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000701,question,q_emt_000125,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000702,question,q_emt_000126,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000703,question,q_emt_000127,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000704,question,q_emt_000128,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000705,question,q_emt_000129,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000706,question,q_emt_000130,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000707,question,q_emt_000131,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000708,question,q_emt_000132,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000709,question,q_emt_000133,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000710,question,q_emt_000134,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000711,question,q_emt_000135,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000712,question,q_emt_000136,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000713,question,q_emt_000137,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000714,question,q_emt_000138,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000715,question,q_emt_000139,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000716,question,q_emt_000140,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000717,question,q_emt_000141,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000718,question,q_emt_000142,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000719,question,q_emt_000143,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000720,question,q_emt_000144,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000721,question,q_emt_000145,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000722,question,q_emt_000146,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000723,question,q_emt_000147,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000724,question,q_emt_000148,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000725,question,q_emt_000149,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000726,question,q_emt_000150,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000727,question,q_emt_000151,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000728,question,q_emt_000152,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000729,question,q_emt_000153,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000730,question,q_emt_000154,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000731,question,q_emt_000155,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000732,question,q_emt_000156,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000733,question,q_emt_000157,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000734,question,q_emt_000158,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000735,question,q_emt_000159,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000736,question,q_emt_000160,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000737,question,q_aemt_000161,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000738,question,q_aemt_000162,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000739,question,q_aemt_000163,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000740,question,q_aemt_000164,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000741,question,q_aemt_000165,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000742,question,q_aemt_000166,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000743,question,q_aemt_000167,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000744,question,q_aemt_000168,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000745,question,q_aemt_000169,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000746,question,q_aemt_000170,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000747,question,q_aemt_000171,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000748,question,q_aemt_000172,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000749,question,q_aemt_000173,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000750,question,q_aemt_000174,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000751,question,q_aemt_000175,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000752,question,q_aemt_000176,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000753,question,q_aemt_000177,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000754,question,q_aemt_000178,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000755,question,q_aemt_000179,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000756,question,q_aemt_000180,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000757,question,q_aemt_000181,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000758,question,q_aemt_000182,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000759,question,q_aemt_000183,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000760,question,q_aemt_000184,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000761,question,q_aemt_000185,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000762,question,q_aemt_000186,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000763,question,q_aemt_000187,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000764,question,q_aemt_000188,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000765,question,q_aemt_000189,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000766,question,q_aemt_000190,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000767,question,q_aemt_000191,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000768,question,q_aemt_000192,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000769,question,q_aemt_000193,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000770,question,q_aemt_000194,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000771,question,q_aemt_000195,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000772,question,q_aemt_000196,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000773,question,q_aemt_000197,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000774,question,q_aemt_000198,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000775,question,q_aemt_000199,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000776,question,q_aemt_000200,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000777,question,q_aemt_000201,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000778,question,q_aemt_000202,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000779,question,q_aemt_000203,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000780,question,q_aemt_000204,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000781,question,q_aemt_000205,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000782,question,q_aemt_000206,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000783,question,q_aemt_000207,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000784,question,q_aemt_000208,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000785,question,q_aemt_000209,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000786,question,q_aemt_000210,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000787,question,q_aemt_000211,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000788,question,q_aemt_000212,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000789,question,q_aemt_000213,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000790,question,q_aemt_000214,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000791,question,q_aemt_000215,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000792,question,q_aemt_000216,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000793,question,q_aemt_000217,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000794,question,q_aemt_000218,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000795,question,q_aemt_000219,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000796,question,q_aemt_000220,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000797,question,q_aemt_000221,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000798,question,q_aemt_000222,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000799,question,q_aemt_000223,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000800,question,q_aemt_000224,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000801,question,q_aemt_000225,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000802,question,q_aemt_000226,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000803,question,q_aemt_000227,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000804,question,q_aemt_000228,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000805,question,q_aemt_000229,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000806,question,q_aemt_000230,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000807,question,q_aemt_000231,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000808,question,q_aemt_000232,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000809,question,q_aemt_000233,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000810,question,q_aemt_000234,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000811,question,q_aemt_000235,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000812,question,q_aemt_000236,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000813,question,q_aemt_000237,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000814,question,q_aemt_000238,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000815,question,q_aemt_000239,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000816,question,q_aemt_000240,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000817,question,q_aemt_000241,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000818,question,q_aemt_000242,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000819,question,q_aemt_000243,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000820,question,q_aemt_000244,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000821,question,q_aemt_000245,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000822,question,q_aemt_000246,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000823,question,q_aemt_000247,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000824,question,q_aemt_000248,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000825,question,q_aemt_000249,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000826,question,q_aemt_000250,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000827,question,q_aemt_000251,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000828,question,q_aemt_000252,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000829,question,q_aemt_000253,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000830,question,q_aemt_000254,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000831,question,q_aemt_000255,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000832,question,q_aemt_000256,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000833,question,q_aemt_000257,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000834,question,q_aemt_000258,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000835,question,q_aemt_000259,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000836,question,q_aemt_000260,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000837,question,q_aemt_000261,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000838,question,q_aemt_000262,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000839,question,q_aemt_000263,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000840,question,q_aemt_000264,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000841,question,q_aemt_000265,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000842,question,q_aemt_000266,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000843,question,q_aemt_000267,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000844,question,q_aemt_000268,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000845,question,q_aemt_000269,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000846,question,q_aemt_000270,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000847,question,q_aemt_000271,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000848,question,q_aemt_000272,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000849,question,q_aemt_000273,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000850,question,q_aemt_000274,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000851,question,q_aemt_000275,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000852,question,q_aemt_000276,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000853,question,q_aemt_000277,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000854,question,q_aemt_000278,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000855,question,q_aemt_000279,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000856,question,q_aemt_000280,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000857,question,q_aemt_000281,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000858,question,q_aemt_000282,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000859,question,q_aemt_000283,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000860,question,q_aemt_000284,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000861,question,q_aemt_000285,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000862,question,q_aemt_000286,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000863,question,q_aemt_000287,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000864,question,q_aemt_000288,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000865,question,q_aemt_000289,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000866,question,q_aemt_000290,ref_000005,Public NREMT blueprint alignment; original item.,1
cref_000867,question,q_paramedic_000291,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000868,question,q_paramedic_000292,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000869,question,q_paramedic_000293,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000870,question,q_paramedic_000294,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000871,question,q_paramedic_000295,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000872,question,q_paramedic_000296,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000873,question,q_paramedic_000297,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000874,question,q_paramedic_000298,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000875,question,q_paramedic_000299,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000876,question,q_paramedic_000300,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000877,question,q_paramedic_000301,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000878,question,q_paramedic_000302,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000879,question,q_paramedic_000303,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000880,question,q_paramedic_000304,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000881,question,q_paramedic_000305,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000882,question,q_paramedic_000306,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000883,question,q_paramedic_000307,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000884,question,q_paramedic_000308,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000885,question,q_paramedic_000309,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000886,question,q_paramedic_000310,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000887,question,q_paramedic_000311,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000888,question,q_paramedic_000312,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000889,question,q_paramedic_000313,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000890,question,q_paramedic_000314,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000891,question,q_paramedic_000315,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000892,question,q_paramedic_000316,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000893,question,q_paramedic_000317,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000894,question,q_paramedic_000318,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000895,question,q_paramedic_000319,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000896,question,q_paramedic_000320,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000897,question,q_paramedic_000321,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000898,question,q_paramedic_000322,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000899,question,q_paramedic_000323,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000900,question,q_paramedic_000324,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000901,question,q_paramedic_000325,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000902,question,q_paramedic_000326,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000903,question,q_paramedic_000327,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000904,question,q_paramedic_000328,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000905,question,q_paramedic_000329,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000906,question,q_paramedic_000330,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000907,question,q_paramedic_000331,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000908,question,q_paramedic_000332,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000909,question,q_paramedic_000333,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000910,question,q_paramedic_000334,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000911,question,q_paramedic_000335,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000912,question,q_paramedic_000336,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000913,question,q_paramedic_000337,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000914,question,q_paramedic_000338,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000915,question,q_paramedic_000339,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000916,question,q_paramedic_000340,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000917,question,q_paramedic_000341,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000918,question,q_paramedic_000342,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000919,question,q_paramedic_000343,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000920,question,q_paramedic_000344,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000921,question,q_paramedic_000345,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000922,question,q_paramedic_000346,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000923,question,q_paramedic_000347,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000924,question,q_paramedic_000348,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000925,question,q_paramedic_000349,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000926,question,q_paramedic_000350,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000927,question,q_paramedic_000351,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000928,question,q_paramedic_000352,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000929,question,q_paramedic_000353,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000930,question,q_paramedic_000354,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000931,question,q_paramedic_000355,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000932,question,q_paramedic_000356,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000933,question,q_paramedic_000357,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000934,question,q_paramedic_000358,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000935,question,q_paramedic_000359,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000936,question,q_paramedic_000360,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000937,question,q_paramedic_000361,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000938,question,q_paramedic_000362,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000939,question,q_paramedic_000363,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000940,question,q_paramedic_000364,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000941,question,q_paramedic_000365,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000942,question,q_paramedic_000366,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000943,question,q_paramedic_000367,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000944,question,q_paramedic_000368,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000945,question,q_paramedic_000369,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000946,question,q_paramedic_000370,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000947,question,q_paramedic_000371,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000948,question,q_paramedic_000372,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000949,question,q_paramedic_000373,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000950,question,q_paramedic_000374,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000951,question,q_paramedic_000375,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000952,question,q_paramedic_000376,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000953,question,q_paramedic_000377,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000954,question,q_paramedic_000378,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000955,question,q_paramedic_000379,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000956,question,q_paramedic_000380,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000957,question,q_paramedic_000381,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000958,question,q_paramedic_000382,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000959,question,q_paramedic_000383,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000960,question,q_paramedic_000384,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000961,question,q_paramedic_000385,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000962,question,q_paramedic_000386,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000963,question,q_paramedic_000387,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000964,question,q_paramedic_000388,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000965,question,q_paramedic_000389,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000966,question,q_paramedic_000390,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000967,question,q_paramedic_000391,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000968,question,q_paramedic_000392,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000969,question,q_paramedic_000393,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000970,question,q_paramedic_000394,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000971,question,q_paramedic_000395,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000972,question,q_paramedic_000396,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000973,question,q_paramedic_000397,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000974,question,q_paramedic_000398,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000975,question,q_paramedic_000399,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000976,question,q_paramedic_000400,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000977,question,q_paramedic_000401,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000978,question,q_paramedic_000402,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000979,question,q_paramedic_000403,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000980,question,q_paramedic_000404,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000981,question,q_paramedic_000405,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000982,question,q_paramedic_000406,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000983,question,q_paramedic_000407,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000984,question,q_paramedic_000408,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000985,question,q_paramedic_000409,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000986,question,q_paramedic_000410,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000987,question,q_paramedic_000411,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000988,question,q_paramedic_000412,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000989,question,q_paramedic_000413,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000990,question,q_paramedic_000414,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000991,question,q_paramedic_000415,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000992,question,q_paramedic_000416,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000993,question,q_paramedic_000417,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000994,question,q_paramedic_000418,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000995,question,q_paramedic_000419,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000996,question,q_paramedic_000420,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000997,question,q_paramedic_000421,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000998,question,q_paramedic_000422,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_000999,question,q_paramedic_000423,ref_000006,Public NREMT blueprint alignment; original item.,1
cref_001000,question,q_paramedic_000424,ref_000006,Public NREMT blueprint alignment; original item.,1
