branch_id,scenario_id,from_step_id,trigger_action_pattern,branch_condition,to_step_id,consequence_severity,debrief_note
br_000338,scn_aemt_000113,step_001125,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001126,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000339,scn_aemt_000113,step_001127,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001128,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000340,scn_aemt_000114,step_001134,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001135,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000341,scn_aemt_000114,step_001135,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001136,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000342,scn_aemt_000114,step_001137,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001138,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000343,scn_aemt_000115,step_001144,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001145,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000344,scn_aemt_000115,step_001145,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001146,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000345,scn_aemt_000115,step_001147,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001148,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000346,scn_aemt_000116,step_001154,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001155,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000347,scn_aemt_000116,step_001155,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001156,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000348,scn_aemt_000116,step_001157,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001158,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000349,scn_aemt_000117,step_001164,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001165,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000350,scn_aemt_000117,step_001165,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001166,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000351,scn_aemt_000117,step_001167,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001168,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000352,scn_aemt_000118,step_001174,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001175,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000353,scn_aemt_000118,step_001175,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001176,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000354,scn_aemt_000118,step_001177,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001178,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000355,scn_aemt_000119,step_001184,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001185,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000356,scn_aemt_000119,step_001185,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001186,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000357,scn_aemt_000119,step_001187,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001188,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000358,scn_aemt_000120,step_001194,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001195,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000359,scn_aemt_000120,step_001195,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001196,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000360,scn_aemt_000120,step_001197,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001198,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000361,scn_aemt_000121,step_001204,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001205,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000362,scn_aemt_000121,step_001205,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001206,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000363,scn_aemt_000121,step_001207,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001208,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000364,scn_paramedic_000122,step_001214,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001215,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000365,scn_paramedic_000122,step_001215,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001216,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000366,scn_paramedic_000122,step_001217,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001218,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000367,scn_paramedic_000123,step_001224,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001225,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000368,scn_paramedic_000123,step_001225,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001226,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000369,scn_paramedic_000123,step_001227,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001228,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000370,scn_paramedic_000124,step_001234,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001235,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000371,scn_paramedic_000124,step_001235,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001236,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000372,scn_paramedic_000124,step_001237,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001238,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000373,scn_paramedic_000125,step_001244,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001245,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000374,scn_paramedic_000125,step_001245,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001246,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000375,scn_paramedic_000125,step_001247,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001248,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000376,scn_paramedic_000126,step_001254,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001255,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000377,scn_paramedic_000126,step_001255,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001256,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000378,scn_paramedic_000126,step_001257,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001258,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000379,scn_paramedic_000127,step_001264,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001265,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000380,scn_paramedic_000127,step_001265,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001266,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000381,scn_paramedic_000127,step_001267,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001268,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000382,scn_paramedic_000128,step_001274,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001275,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000383,scn_paramedic_000128,step_001275,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001276,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000384,scn_paramedic_000128,step_001277,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001278,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000385,scn_paramedic_000129,step_001284,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001285,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000386,scn_paramedic_000129,step_001285,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001286,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000387,scn_paramedic_000129,step_001287,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001288,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000388,scn_paramedic_000130,step_001294,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001295,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000389,scn_paramedic_000130,step_001295,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001296,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000390,scn_paramedic_000130,step_001297,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001298,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000391,scn_paramedic_000131,step_001304,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001305,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000392,scn_paramedic_000131,step_001305,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001306,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000393,scn_paramedic_000131,step_001307,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001308,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000394,scn_paramedic_000132,step_001314,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001315,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000395,scn_paramedic_000132,step_001315,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001316,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000396,scn_paramedic_000132,step_001317,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001318,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000397,scn_paramedic_000133,step_001324,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001325,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000398,scn_paramedic_000133,step_001325,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001326,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000399,scn_paramedic_000133,step_001327,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001328,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000400,scn_paramedic_000134,step_001334,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001335,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000401,scn_paramedic_000134,step_001335,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001336,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000402,scn_paramedic_000134,step_001337,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001338,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000403,scn_paramedic_000135,step_001344,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001345,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000404,scn_paramedic_000135,step_001345,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001346,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000405,scn_paramedic_000135,step_001347,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001348,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000406,scn_paramedic_000136,step_001354,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001355,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000407,scn_paramedic_000136,step_001355,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001356,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000408,scn_paramedic_000136,step_001357,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001358,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000409,scn_paramedic_000137,step_001364,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001365,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000410,scn_paramedic_000137,step_001365,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001366,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000411,scn_paramedic_000137,step_001367,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001368,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000412,scn_paramedic_000138,step_001374,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001375,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000413,scn_paramedic_000138,step_001375,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001376,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000414,scn_paramedic_000138,step_001377,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001378,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000415,scn_paramedic_000139,step_001384,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001385,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000416,scn_paramedic_000139,step_001385,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001386,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000417,scn_paramedic_000139,step_001387,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001388,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000418,scn_paramedic_000140,step_001394,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001395,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000419,scn_paramedic_000140,step_001395,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001396,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000420,scn_paramedic_000140,step_001397,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001398,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000421,scn_paramedic_000141,step_001404,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001405,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000422,scn_paramedic_000141,step_001405,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001406,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000423,scn_paramedic_000141,step_001407,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001408,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000424,scn_paramedic_000142,step_001414,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001415,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000425,scn_paramedic_000142,step_001415,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001416,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000426,scn_paramedic_000142,step_001417,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001418,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000427,scn_paramedic_000143,step_001424,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001425,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000428,scn_paramedic_000143,step_001425,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001426,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000429,scn_paramedic_000143,step_001427,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001428,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000430,scn_paramedic_000144,step_001434,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001435,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000431,scn_paramedic_000144,step_001435,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001436,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000432,scn_paramedic_000144,step_001437,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001438,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000433,scn_paramedic_000145,step_001444,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001445,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000434,scn_paramedic_000145,step_001445,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001446,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000435,scn_paramedic_000145,step_001447,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001448,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000436,scn_paramedic_000146,step_001454,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001455,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000437,scn_paramedic_000146,step_001455,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001456,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000438,scn_paramedic_000146,step_001457,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001458,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000439,scn_paramedic_000147,step_001464,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001465,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000440,scn_paramedic_000147,step_001465,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001466,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000441,scn_paramedic_000147,step_001467,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001468,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000442,scn_paramedic_000148,step_001474,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001475,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000443,scn_paramedic_000148,step_001475,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001476,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000444,scn_paramedic_000148,step_001477,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001478,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000445,scn_paramedic_000149,step_001484,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001485,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000446,scn_paramedic_000149,step_001485,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001486,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000447,scn_paramedic_000149,step_001487,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001488,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000448,scn_paramedic_000150,step_001494,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001495,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000449,scn_paramedic_000150,step_001495,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001496,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000450,scn_paramedic_000150,step_001497,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001498,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000451,scn_paramedic_000151,step_001504,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001505,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000452,scn_paramedic_000151,step_001505,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001506,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000453,scn_paramedic_000151,step_001507,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001508,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000454,scn_paramedic_000152,step_001514,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001515,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000455,scn_paramedic_000152,step_001515,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001516,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000456,scn_paramedic_000152,step_001517,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001518,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000457,scn_paramedic_000153,step_001524,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001525,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000458,scn_paramedic_000153,step_001525,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001526,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000459,scn_paramedic_000153,step_001527,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001528,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000460,scn_paramedic_000154,step_001534,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001535,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000461,scn_paramedic_000154,step_001535,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001536,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000462,scn_paramedic_000154,step_001537,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001538,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000463,scn_paramedic_000155,step_001544,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001545,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000464,scn_paramedic_000155,step_001545,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001546,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000465,scn_paramedic_000155,step_001547,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001548,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000466,scn_paramedic_000156,step_001554,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001555,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000467,scn_paramedic_000156,step_001555,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001556,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000468,scn_paramedic_000156,step_001557,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001558,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000469,scn_paramedic_000157,step_001564,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001565,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000470,scn_paramedic_000157,step_001565,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001566,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000471,scn_paramedic_000157,step_001567,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001568,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000472,scn_paramedic_000158,step_001574,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001575,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000473,scn_paramedic_000158,step_001575,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001576,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000474,scn_paramedic_000158,step_001577,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001578,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000475,scn_paramedic_000159,step_001584,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001585,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000476,scn_paramedic_000159,step_001585,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001586,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000477,scn_paramedic_000159,step_001587,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001588,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000478,scn_paramedic_000160,step_001594,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001595,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000479,scn_paramedic_000160,step_001595,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001596,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000480,scn_paramedic_000160,step_001597,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001598,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000481,scn_paramedic_000161,step_001604,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001605,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000482,scn_paramedic_000161,step_001605,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001606,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000483,scn_paramedic_000161,step_001607,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001608,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000484,scn_paramedic_000162,step_001614,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001615,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000485,scn_paramedic_000162,step_001615,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001616,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000486,scn_paramedic_000162,step_001617,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001618,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000487,scn_paramedic_000163,step_001624,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001625,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000488,scn_paramedic_000163,step_001625,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001626,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000489,scn_paramedic_000163,step_001627,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001628,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000490,scn_paramedic_000164,step_001634,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001635,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000491,scn_paramedic_000164,step_001635,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001636,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000492,scn_paramedic_000164,step_001637,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001638,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000493,scn_paramedic_000165,step_001644,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001645,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000494,scn_paramedic_000165,step_001645,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001646,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000495,scn_paramedic_000165,step_001647,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001648,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000496,scn_paramedic_000166,step_001654,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001655,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000497,scn_paramedic_000166,step_001655,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001656,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000498,scn_paramedic_000166,step_001657,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001658,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000499,scn_paramedic_000167,step_001664,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001665,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000500,scn_paramedic_000167,step_001665,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001666,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000501,scn_paramedic_000167,step_001667,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001668,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000502,scn_paramedic_000168,step_001674,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001675,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000503,scn_paramedic_000168,step_001675,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001676,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
