frm_id,source_content_type,source_content_id,foundation_id,relation_type,why_this_foundation_matters_here,trigger_threshold,weak_area_followup
frm_000398,lesson,les_paramedic_000398,fdn_000019,prerequisite,Foundation supports safe interpretation of cardiac anatomy cases.,70,Assign foundation review and two related questions.
frm_000399,lesson,les_paramedic_000399,fdn_000020,prerequisite,Foundation supports safe interpretation of cardiac anatomy cases.,70,Assign foundation review and two related questions.
frm_000400,lesson,les_paramedic_000400,fdn_000001,prerequisite,Foundation supports safe interpretation of chest pain cases.,70,Assign foundation review and two related questions.
frm_000401,lesson,les_paramedic_000401,fdn_000002,prerequisite,Foundation supports safe interpretation of chest pain cases.,70,Assign foundation review and two related questions.
frm_000402,lesson,les_paramedic_000402,fdn_000003,prerequisite,Foundation supports safe interpretation of chest pain cases.,70,Assign foundation review and two related questions.
frm_000403,lesson,les_paramedic_000403,fdn_000004,prerequisite,Foundation supports safe interpretation of acs cases.,70,Assign foundation review and two related questions.
frm_000404,lesson,les_paramedic_000404,fdn_000005,prerequisite,Foundation supports safe interpretation of acs cases.,70,Assign foundation review and two related questions.
frm_000405,lesson,les_paramedic_000405,fdn_000006,prerequisite,Foundation supports safe interpretation of acs cases.,70,Assign foundation review and two related questions.
frm_000406,lesson,les_paramedic_000406,fdn_000007,prerequisite,Foundation supports safe interpretation of heart failure cases.,70,Assign foundation review and two related questions.
frm_000407,lesson,les_paramedic_000407,fdn_000008,prerequisite,Foundation supports safe interpretation of heart failure cases.,70,Assign foundation review and two related questions.
frm_000408,lesson,les_paramedic_000408,fdn_000009,prerequisite,Foundation supports safe interpretation of heart failure cases.,70,Assign foundation review and two related questions.
frm_000409,lesson,les_paramedic_000409,fdn_000010,prerequisite,Foundation supports safe interpretation of cardiac arrest cases.,70,Assign foundation review and two related questions.
frm_000410,lesson,les_paramedic_000410,fdn_000011,prerequisite,Foundation supports safe interpretation of cardiac arrest cases.,70,Assign foundation review and two related questions.
frm_000411,lesson,les_paramedic_000411,fdn_000012,prerequisite,Foundation supports safe interpretation of cardiac arrest cases.,70,Assign foundation review and two related questions.
frm_000412,lesson,les_paramedic_000412,fdn_000013,prerequisite,Foundation supports safe interpretation of bradycardia cases.,70,Assign foundation review and two related questions.
frm_000413,lesson,les_paramedic_000413,fdn_000014,prerequisite,Foundation supports safe interpretation of bradycardia cases.,70,Assign foundation review and two related questions.
frm_000414,lesson,les_paramedic_000414,fdn_000015,prerequisite,Foundation supports safe interpretation of bradycardia cases.,70,Assign foundation review and two related questions.
frm_000415,lesson,les_paramedic_000415,fdn_000016,prerequisite,Foundation supports safe interpretation of tachycardia cases.,70,Assign foundation review and two related questions.
frm_000416,lesson,les_paramedic_000416,fdn_000017,prerequisite,Foundation supports safe interpretation of tachycardia cases.,70,Assign foundation review and two related questions.
frm_000417,lesson,les_paramedic_000417,fdn_000018,prerequisite,Foundation supports safe interpretation of tachycardia cases.,70,Assign foundation review and two related questions.
frm_000418,lesson,les_paramedic_000418,fdn_000019,prerequisite,Foundation supports safe interpretation of shockable rhythms cases.,70,Assign foundation review and two related questions.
frm_000419,lesson,les_paramedic_000419,fdn_000020,prerequisite,Foundation supports safe interpretation of shockable rhythms cases.,70,Assign foundation review and two related questions.
frm_000420,lesson,les_paramedic_000420,fdn_000001,prerequisite,Foundation supports safe interpretation of shockable rhythms cases.,70,Assign foundation review and two related questions.
frm_000421,lesson,les_paramedic_000421,fdn_000002,prerequisite,Foundation supports safe interpretation of ecg basics cases.,70,Assign foundation review and two related questions.
frm_000422,lesson,les_paramedic_000422,fdn_000003,prerequisite,Foundation supports safe interpretation of ecg basics cases.,70,Assign foundation review and two related questions.
frm_000423,lesson,les_paramedic_000423,fdn_000004,prerequisite,Foundation supports safe interpretation of ecg basics cases.,70,Assign foundation review and two related questions.
frm_000424,lesson,les_paramedic_000424,fdn_000005,prerequisite,Foundation supports safe interpretation of twelve lead cases.,70,Assign foundation review and two related questions.
frm_000425,lesson,les_paramedic_000425,fdn_000006,prerequisite,Foundation supports safe interpretation of twelve lead cases.,70,Assign foundation review and two related questions.
frm_000426,lesson,les_paramedic_000426,fdn_000007,prerequisite,Foundation supports safe interpretation of twelve lead cases.,70,Assign foundation review and two related questions.
frm_000427,lesson,les_paramedic_000427,fdn_000008,prerequisite,Foundation supports safe interpretation of stemi recognition cases.,70,Assign foundation review and two related questions.
frm_000428,lesson,les_paramedic_000428,fdn_000009,prerequisite,Foundation supports safe interpretation of stemi recognition cases.,70,Assign foundation review and two related questions.
frm_000429,lesson,les_paramedic_000429,fdn_000010,prerequisite,Foundation supports safe interpretation of stemi recognition cases.,70,Assign foundation review and two related questions.
frm_000430,lesson,les_paramedic_000430,fdn_000011,prerequisite,Foundation supports safe interpretation of post rosc cases.,70,Assign foundation review and two related questions.
frm_000431,lesson,les_paramedic_000431,fdn_000012,prerequisite,Foundation supports safe interpretation of post rosc cases.,70,Assign foundation review and two related questions.
frm_000432,lesson,les_paramedic_000432,fdn_000013,prerequisite,Foundation supports safe interpretation of post rosc cases.,70,Assign foundation review and two related questions.
frm_000433,lesson,les_paramedic_000433,fdn_000014,prerequisite,Foundation supports safe interpretation of bleeding control cases.,70,Assign foundation review and two related questions.
frm_000434,lesson,les_paramedic_000434,fdn_000015,prerequisite,Foundation supports safe interpretation of bleeding control cases.,70,Assign foundation review and two related questions.
frm_000435,lesson,les_paramedic_000435,fdn_000016,prerequisite,Foundation supports safe interpretation of bleeding control cases.,70,Assign foundation review and two related questions.
frm_000436,lesson,les_paramedic_000436,fdn_000017,prerequisite,Foundation supports safe interpretation of shock trauma cases.,70,Assign foundation review and two related questions.
frm_000437,lesson,les_paramedic_000437,fdn_000018,prerequisite,Foundation supports safe interpretation of shock trauma cases.,70,Assign foundation review and two related questions.
frm_000438,lesson,les_paramedic_000438,fdn_000019,prerequisite,Foundation supports safe interpretation of shock trauma cases.,70,Assign foundation review and two related questions.
frm_000439,lesson,les_paramedic_000439,fdn_000020,prerequisite,Foundation supports safe interpretation of head injury cases.,70,Assign foundation review and two related questions.
frm_000440,lesson,les_paramedic_000440,fdn_000001,prerequisite,Foundation supports safe interpretation of head injury cases.,70,Assign foundation review and two related questions.
frm_000441,lesson,les_paramedic_000441,fdn_000002,prerequisite,Foundation supports safe interpretation of head injury cases.,70,Assign foundation review and two related questions.
frm_000442,lesson,les_paramedic_000442,fdn_000003,prerequisite,Foundation supports safe interpretation of spinal motion cases.,70,Assign foundation review and two related questions.
frm_000443,lesson,les_paramedic_000443,fdn_000004,prerequisite,Foundation supports safe interpretation of spinal motion cases.,70,Assign foundation review and two related questions.
frm_000444,lesson,les_paramedic_000444,fdn_000005,prerequisite,Foundation supports safe interpretation of spinal motion cases.,70,Assign foundation review and two related questions.
frm_000445,lesson,les_paramedic_000445,fdn_000006,prerequisite,Foundation supports safe interpretation of chest trauma cases.,70,Assign foundation review and two related questions.
frm_000446,lesson,les_paramedic_000446,fdn_000007,prerequisite,Foundation supports safe interpretation of chest trauma cases.,70,Assign foundation review and two related questions.
frm_000447,lesson,les_paramedic_000447,fdn_000008,prerequisite,Foundation supports safe interpretation of chest trauma cases.,70,Assign foundation review and two related questions.
frm_000448,lesson,les_paramedic_000448,fdn_000009,prerequisite,Foundation supports safe interpretation of abdominal trauma cases.,70,Assign foundation review and two related questions.
frm_000449,lesson,les_paramedic_000449,fdn_000010,prerequisite,Foundation supports safe interpretation of abdominal trauma cases.,70,Assign foundation review and two related questions.
frm_000450,lesson,les_paramedic_000450,fdn_000011,prerequisite,Foundation supports safe interpretation of abdominal trauma cases.,70,Assign foundation review and two related questions.
frm_000451,lesson,les_paramedic_000451,fdn_000012,prerequisite,Foundation supports safe interpretation of pelvic injury cases.,70,Assign foundation review and two related questions.
frm_000452,lesson,les_paramedic_000452,fdn_000013,prerequisite,Foundation supports safe interpretation of pelvic injury cases.,70,Assign foundation review and two related questions.
frm_000453,lesson,les_paramedic_000453,fdn_000014,prerequisite,Foundation supports safe interpretation of pelvic injury cases.,70,Assign foundation review and two related questions.
frm_000454,lesson,les_paramedic_000454,fdn_000015,prerequisite,Foundation supports safe interpretation of extremity injury cases.,70,Assign foundation review and two related questions.
frm_000455,lesson,les_paramedic_000455,fdn_000016,prerequisite,Foundation supports safe interpretation of extremity injury cases.,70,Assign foundation review and two related questions.
frm_000456,lesson,les_paramedic_000456,fdn_000017,prerequisite,Foundation supports safe interpretation of extremity injury cases.,70,Assign foundation review and two related questions.
frm_000457,lesson,les_paramedic_000457,fdn_000018,prerequisite,Foundation supports safe interpretation of burns cases.,70,Assign foundation review and two related questions.
frm_000458,lesson,les_paramedic_000458,fdn_000019,prerequisite,Foundation supports safe interpretation of burns cases.,70,Assign foundation review and two related questions.
frm_000459,lesson,les_paramedic_000459,fdn_000020,prerequisite,Foundation supports safe interpretation of burns cases.,70,Assign foundation review and two related questions.
frm_000460,lesson,les_paramedic_000460,fdn_000001,prerequisite,Foundation supports safe interpretation of crush injury cases.,70,Assign foundation review and two related questions.
frm_000461,lesson,les_paramedic_000461,fdn_000002,prerequisite,Foundation supports safe interpretation of crush injury cases.,70,Assign foundation review and two related questions.
frm_000462,lesson,les_paramedic_000462,fdn_000003,prerequisite,Foundation supports safe interpretation of crush injury cases.,70,Assign foundation review and two related questions.
frm_000463,lesson,les_paramedic_000463,fdn_000004,prerequisite,Foundation supports safe interpretation of trauma triage cases.,70,Assign foundation review and two related questions.
frm_000464,lesson,les_paramedic_000464,fdn_000005,prerequisite,Foundation supports safe interpretation of trauma triage cases.,70,Assign foundation review and two related questions.
frm_000465,lesson,les_paramedic_000465,fdn_000006,prerequisite,Foundation supports safe interpretation of trauma triage cases.,70,Assign foundation review and two related questions.
frm_000466,lesson,les_paramedic_000466,fdn_000007,prerequisite,Foundation supports safe interpretation of special trauma cases.,70,Assign foundation review and two related questions.
frm_000467,lesson,les_paramedic_000467,fdn_000008,prerequisite,Foundation supports safe interpretation of special trauma cases.,70,Assign foundation review and two related questions.
frm_000468,lesson,les_paramedic_000468,fdn_000009,prerequisite,Foundation supports safe interpretation of special trauma cases.,70,Assign foundation review and two related questions.
frm_000469,lesson,les_paramedic_000469,fdn_000010,prerequisite,Foundation supports safe interpretation of altered mental status cases.,70,Assign foundation review and two related questions.
frm_000470,lesson,les_paramedic_000470,fdn_000011,prerequisite,Foundation supports safe interpretation of altered mental status cases.,70,Assign foundation review and two related questions.
frm_000471,lesson,les_paramedic_000471,fdn_000012,prerequisite,Foundation supports safe interpretation of altered mental status cases.,70,Assign foundation review and two related questions.
frm_000472,lesson,les_paramedic_000472,fdn_000013,prerequisite,Foundation supports safe interpretation of stroke cases.,70,Assign foundation review and two related questions.
frm_000473,lesson,les_paramedic_000473,fdn_000014,prerequisite,Foundation supports safe interpretation of stroke cases.,70,Assign foundation review and two related questions.
frm_000474,lesson,les_paramedic_000474,fdn_000015,prerequisite,Foundation supports safe interpretation of stroke cases.,70,Assign foundation review and two related questions.
frm_000475,lesson,les_paramedic_000475,fdn_000016,prerequisite,Foundation supports safe interpretation of seizure cases.,70,Assign foundation review and two related questions.
frm_000476,lesson,les_paramedic_000476,fdn_000017,prerequisite,Foundation supports safe interpretation of seizure cases.,70,Assign foundation review and two related questions.
frm_000477,lesson,les_paramedic_000477,fdn_000018,prerequisite,Foundation supports safe interpretation of seizure cases.,70,Assign foundation review and two related questions.
frm_000478,lesson,les_paramedic_000478,fdn_000019,prerequisite,Foundation supports safe interpretation of diabetes cases.,70,Assign foundation review and two related questions.
frm_000479,lesson,les_paramedic_000479,fdn_000020,prerequisite,Foundation supports safe interpretation of diabetes cases.,70,Assign foundation review and two related questions.
frm_000480,lesson,les_paramedic_000480,fdn_000001,prerequisite,Foundation supports safe interpretation of diabetes cases.,70,Assign foundation review and two related questions.
frm_000481,lesson,les_paramedic_000481,fdn_000002,prerequisite,Foundation supports safe interpretation of toxicology cases.,70,Assign foundation review and two related questions.
frm_000482,lesson,les_paramedic_000482,fdn_000003,prerequisite,Foundation supports safe interpretation of toxicology cases.,70,Assign foundation review and two related questions.
frm_000483,lesson,les_paramedic_000483,fdn_000004,prerequisite,Foundation supports safe interpretation of toxicology cases.,70,Assign foundation review and two related questions.
frm_000484,lesson,les_paramedic_000484,fdn_000005,prerequisite,Foundation supports safe interpretation of sepsis cases.,70,Assign foundation review and two related questions.
frm_000485,lesson,les_paramedic_000485,fdn_000006,prerequisite,Foundation supports safe interpretation of sepsis cases.,70,Assign foundation review and two related questions.
frm_000486,lesson,les_paramedic_000486,fdn_000007,prerequisite,Foundation supports safe interpretation of sepsis cases.,70,Assign foundation review and two related questions.
frm_000487,lesson,les_paramedic_000487,fdn_000008,prerequisite,Foundation supports safe interpretation of abdominal pain cases.,70,Assign foundation review and two related questions.
frm_000488,lesson,les_paramedic_000488,fdn_000009,prerequisite,Foundation supports safe interpretation of abdominal pain cases.,70,Assign foundation review and two related questions.
frm_000489,lesson,les_paramedic_000489,fdn_000010,prerequisite,Foundation supports safe interpretation of abdominal pain cases.,70,Assign foundation review and two related questions.
frm_000490,lesson,les_paramedic_000490,fdn_000011,prerequisite,Foundation supports safe interpretation of renal cases.,70,Assign foundation review and two related questions.
frm_000491,lesson,les_paramedic_000491,fdn_000012,prerequisite,Foundation supports safe interpretation of renal cases.,70,Assign foundation review and two related questions.
frm_000492,lesson,les_paramedic_000492,fdn_000013,prerequisite,Foundation supports safe interpretation of renal cases.,70,Assign foundation review and two related questions.
frm_000493,lesson,les_paramedic_000493,fdn_000014,prerequisite,Foundation supports safe interpretation of behavioral crisis cases.,70,Assign foundation review and two related questions.
frm_000494,lesson,les_paramedic_000494,fdn_000015,prerequisite,Foundation supports safe interpretation of behavioral crisis cases.,70,Assign foundation review and two related questions.
frm_000495,lesson,les_paramedic_000495,fdn_000016,prerequisite,Foundation supports safe interpretation of behavioral crisis cases.,70,Assign foundation review and two related questions.
frm_000496,lesson,les_paramedic_000496,fdn_000017,prerequisite,Foundation supports safe interpretation of ob delivery cases.,70,Assign foundation review and two related questions.
frm_000497,lesson,les_paramedic_000497,fdn_000018,prerequisite,Foundation supports safe interpretation of ob delivery cases.,70,Assign foundation review and two related questions.
frm_000498,lesson,les_paramedic_000498,fdn_000019,prerequisite,Foundation supports safe interpretation of ob delivery cases.,70,Assign foundation review and two related questions.
frm_000499,lesson,les_paramedic_000499,fdn_000020,prerequisite,Foundation supports safe interpretation of neonatal resuscitation cases.,70,Assign foundation review and two related questions.
frm_000500,lesson,les_paramedic_000500,fdn_000001,prerequisite,Foundation supports safe interpretation of neonatal resuscitation cases.,70,Assign foundation review and two related questions.
frm_000501,lesson,les_paramedic_000501,fdn_000002,prerequisite,Foundation supports safe interpretation of neonatal resuscitation cases.,70,Assign foundation review and two related questions.
frm_000502,lesson,les_paramedic_000502,fdn_000003,prerequisite,Foundation supports safe interpretation of pediatrics cases.,70,Assign foundation review and two related questions.
frm_000503,lesson,les_paramedic_000503,fdn_000004,prerequisite,Foundation supports safe interpretation of pediatrics cases.,70,Assign foundation review and two related questions.
frm_000504,lesson,les_paramedic_000504,fdn_000005,prerequisite,Foundation supports safe interpretation of pediatrics cases.,70,Assign foundation review and two related questions.
frm_000505,lesson,les_paramedic_000505,fdn_000006,prerequisite,Foundation supports safe interpretation of geriatrics cases.,70,Assign foundation review and two related questions.
frm_000506,lesson,les_paramedic_000506,fdn_000007,prerequisite,Foundation supports safe interpretation of geriatrics cases.,70,Assign foundation review and two related questions.
frm_000507,lesson,les_paramedic_000507,fdn_000008,prerequisite,Foundation supports safe interpretation of geriatrics cases.,70,Assign foundation review and two related questions.
frm_000508,lesson,les_paramedic_000508,fdn_000009,prerequisite,Foundation supports safe interpretation of allergy anaphylaxis cases.,70,Assign foundation review and two related questions.
frm_000509,lesson,les_paramedic_000509,fdn_000010,prerequisite,Foundation supports safe interpretation of allergy anaphylaxis cases.,70,Assign foundation review and two related questions.
frm_000510,lesson,les_paramedic_000510,fdn_000011,prerequisite,Foundation supports safe interpretation of allergy anaphylaxis cases.,70,Assign foundation review and two related questions.
frm_000511,lesson,les_paramedic_000511,fdn_000012,prerequisite,Foundation supports safe interpretation of scene safety cases.,70,Assign foundation review and two related questions.
frm_000512,lesson,les_paramedic_000512,fdn_000013,prerequisite,Foundation supports safe interpretation of scene safety cases.,70,Assign foundation review and two related questions.
frm_000513,lesson,les_paramedic_000513,fdn_000014,prerequisite,Foundation supports safe interpretation of scene safety cases.,70,Assign foundation review and two related questions.
frm_000514,lesson,les_paramedic_000514,fdn_000015,prerequisite,Foundation supports safe interpretation of ppe infection control cases.,70,Assign foundation review and two related questions.
frm_000515,lesson,les_paramedic_000515,fdn_000016,prerequisite,Foundation supports safe interpretation of ppe infection control cases.,70,Assign foundation review and two related questions.
frm_000516,lesson,les_paramedic_000516,fdn_000017,prerequisite,Foundation supports safe interpretation of ppe infection control cases.,70,Assign foundation review and two related questions.
frm_000517,lesson,les_paramedic_000517,fdn_000018,prerequisite,Foundation supports safe interpretation of hazmat awareness cases.,70,Assign foundation review and two related questions.
frm_000518,lesson,les_paramedic_000518,fdn_000019,prerequisite,Foundation supports safe interpretation of hazmat awareness cases.,70,Assign foundation review and two related questions.
frm_000519,lesson,les_paramedic_000519,fdn_000020,prerequisite,Foundation supports safe interpretation of hazmat awareness cases.,70,Assign foundation review and two related questions.
frm_000520,lesson,les_paramedic_000520,fdn_000001,prerequisite,Foundation supports safe interpretation of mci triage cases.,70,Assign foundation review and two related questions.
frm_000521,lesson,les_paramedic_000521,fdn_000002,prerequisite,Foundation supports safe interpretation of mci triage cases.,70,Assign foundation review and two related questions.
frm_000522,lesson,les_paramedic_000522,fdn_000003,prerequisite,Foundation supports safe interpretation of mci triage cases.,70,Assign foundation review and two related questions.
frm_000523,lesson,les_paramedic_000523,fdn_000004,prerequisite,Foundation supports safe interpretation of radio report cases.,70,Assign foundation review and two related questions.
frm_000524,lesson,les_paramedic_000524,fdn_000005,prerequisite,Foundation supports safe interpretation of radio report cases.,70,Assign foundation review and two related questions.
frm_000525,lesson,les_paramedic_000525,fdn_000006,prerequisite,Foundation supports safe interpretation of radio report cases.,70,Assign foundation review and two related questions.
frm_000526,lesson,les_paramedic_000526,fdn_000007,prerequisite,Foundation supports safe interpretation of documentation cases.,70,Assign foundation review and two related questions.
frm_000527,lesson,les_paramedic_000527,fdn_000008,prerequisite,Foundation supports safe interpretation of documentation cases.,70,Assign foundation review and two related questions.
frm_000528,lesson,les_paramedic_000528,fdn_000009,prerequisite,Foundation supports safe interpretation of documentation cases.,70,Assign foundation review and two related questions.
frm_000529,lesson,les_paramedic_000529,fdn_000010,prerequisite,Foundation supports safe interpretation of legal consent cases.,70,Assign foundation review and two related questions.
frm_000530,lesson,les_paramedic_000530,fdn_000011,prerequisite,Foundation supports safe interpretation of legal consent cases.,70,Assign foundation review and two related questions.
frm_000531,lesson,les_paramedic_000531,fdn_000012,prerequisite,Foundation supports safe interpretation of legal consent cases.,70,Assign foundation review and two related questions.
frm_000532,lesson,les_paramedic_000532,fdn_000013,prerequisite,Foundation supports safe interpretation of refusal cases.,70,Assign foundation review and two related questions.
frm_000533,lesson,les_paramedic_000533,fdn_000014,prerequisite,Foundation supports safe interpretation of refusal cases.,70,Assign foundation review and two related questions.
frm_000534,lesson,les_paramedic_000534,fdn_000015,prerequisite,Foundation supports safe interpretation of refusal cases.,70,Assign foundation review and two related questions.
frm_000535,lesson,les_paramedic_000535,fdn_000016,prerequisite,Foundation supports safe interpretation of interfacility cases.,70,Assign foundation review and two related questions.
frm_000536,lesson,les_paramedic_000536,fdn_000017,prerequisite,Foundation supports safe interpretation of interfacility cases.,70,Assign foundation review and two related questions.
frm_000537,lesson,les_paramedic_000537,fdn_000018,prerequisite,Foundation supports safe interpretation of interfacility cases.,70,Assign foundation review and two related questions.
frm_000538,lesson,les_paramedic_000538,fdn_000019,prerequisite,Foundation supports safe interpretation of wellness resilience cases.,70,Assign foundation review and two related questions.
frm_000539,lesson,les_paramedic_000539,fdn_000020,prerequisite,Foundation supports safe interpretation of wellness resilience cases.,70,Assign foundation review and two related questions.
frm_000540,lesson,les_paramedic_000540,fdn_000001,prerequisite,Foundation supports safe interpretation of wellness resilience cases.,70,Assign foundation review and two related questions.
frm_000541,lesson,les_paramedic_000541,fdn_000002,prerequisite,Foundation supports safe interpretation of ambulance ops cases.,70,Assign foundation review and two related questions.
frm_000542,lesson,les_paramedic_000542,fdn_000003,prerequisite,Foundation supports safe interpretation of ambulance ops cases.,70,Assign foundation review and two related questions.
frm_000543,lesson,les_paramedic_000543,fdn_000004,prerequisite,Foundation supports safe interpretation of ambulance ops cases.,70,Assign foundation review and two related questions.
frm_000544,lesson,les_paramedic_000544,fdn_000005,prerequisite,Foundation supports safe interpretation of quality improvement cases.,70,Assign foundation review and two related questions.
frm_000545,lesson,les_paramedic_000545,fdn_000006,prerequisite,Foundation supports safe interpretation of quality improvement cases.,70,Assign foundation review and two related questions.
frm_000546,lesson,les_paramedic_000546,fdn_000007,prerequisite,Foundation supports safe interpretation of quality improvement cases.,70,Assign foundation review and two related questions.
frm_000547,lesson,les_paramedic_000547,fdn_000008,prerequisite,Foundation supports safe interpretation of anatomy physiology cases.,70,Assign foundation review and two related questions.
frm_000548,lesson,les_paramedic_000548,fdn_000009,prerequisite,Foundation supports safe interpretation of anatomy physiology cases.,70,Assign foundation review and two related questions.
frm_000549,lesson,les_paramedic_000549,fdn_000010,prerequisite,Foundation supports safe interpretation of anatomy physiology cases.,70,Assign foundation review and two related questions.
frm_000550,lesson,les_paramedic_000550,fdn_000011,prerequisite,Foundation supports safe interpretation of medical terminology cases.,70,Assign foundation review and two related questions.
frm_000551,lesson,les_paramedic_000551,fdn_000012,prerequisite,Foundation supports safe interpretation of medical terminology cases.,70,Assign foundation review and two related questions.
frm_000552,lesson,les_paramedic_000552,fdn_000013,prerequisite,Foundation supports safe interpretation of medical terminology cases.,70,Assign foundation review and two related questions.
frm_000553,lesson,les_paramedic_000553,fdn_000014,prerequisite,Foundation supports safe interpretation of pathophysiology cases.,70,Assign foundation review and two related questions.
frm_000554,lesson,les_paramedic_000554,fdn_000015,prerequisite,Foundation supports safe interpretation of pathophysiology cases.,70,Assign foundation review and two related questions.
frm_000555,lesson,les_paramedic_000555,fdn_000016,prerequisite,Foundation supports safe interpretation of pathophysiology cases.,70,Assign foundation review and two related questions.
frm_000556,lesson,les_paramedic_000556,fdn_000017,prerequisite,Foundation supports safe interpretation of pharmacology basics cases.,70,Assign foundation review and two related questions.
frm_000557,lesson,les_paramedic_000557,fdn_000018,prerequisite,Foundation supports safe interpretation of pharmacology basics cases.,70,Assign foundation review and two related questions.
frm_000558,lesson,les_paramedic_000558,fdn_000019,prerequisite,Foundation supports safe interpretation of pharmacology basics cases.,70,Assign foundation review and two related questions.
frm_000559,lesson,les_paramedic_000559,fdn_000020,prerequisite,Foundation supports safe interpretation of medication math cases.,70,Assign foundation review and two related questions.
frm_000560,lesson,les_paramedic_000560,fdn_000001,prerequisite,Foundation supports safe interpretation of medication math cases.,70,Assign foundation review and two related questions.
frm_000561,lesson,les_paramedic_000561,fdn_000002,prerequisite,Foundation supports safe interpretation of medication math cases.,70,Assign foundation review and two related questions.
frm_000562,lesson,les_paramedic_000562,fdn_000003,prerequisite,Foundation supports safe interpretation of ecg fundamentals cases.,70,Assign foundation review and two related questions.
frm_000563,lesson,les_paramedic_000563,fdn_000004,prerequisite,Foundation supports safe interpretation of ecg fundamentals cases.,70,Assign foundation review and two related questions.
frm_000564,lesson,les_paramedic_000564,fdn_000005,prerequisite,Foundation supports safe interpretation of ecg fundamentals cases.,70,Assign foundation review and two related questions.
frm_000565,lesson,les_paramedic_000565,fdn_000006,prerequisite,Foundation supports safe interpretation of vital signs cases.,70,Assign foundation review and two related questions.
frm_000566,lesson,les_paramedic_000566,fdn_000007,prerequisite,Foundation supports safe interpretation of vital signs cases.,70,Assign foundation review and two related questions.
frm_000567,lesson,les_paramedic_000567,fdn_000008,prerequisite,Foundation supports safe interpretation of vital signs cases.,70,Assign foundation review and two related questions.
frm_000568,lesson,les_paramedic_000568,fdn_000009,prerequisite,Foundation supports safe interpretation of assessment frameworks cases.,70,Assign foundation review and two related questions.
frm_000569,lesson,les_paramedic_000569,fdn_000010,prerequisite,Foundation supports safe interpretation of assessment frameworks cases.,70,Assign foundation review and two related questions.
frm_000570,lesson,les_paramedic_000570,fdn_000011,prerequisite,Foundation supports safe interpretation of assessment frameworks cases.,70,Assign foundation review and two related questions.
frm_000571,lesson,les_paramedic_000571,fdn_000012,prerequisite,Foundation supports safe interpretation of communication cases.,70,Assign foundation review and two related questions.
frm_000572,lesson,les_paramedic_000572,fdn_000013,prerequisite,Foundation supports safe interpretation of communication cases.,70,Assign foundation review and two related questions.
frm_000573,lesson,les_paramedic_000573,fdn_000014,prerequisite,Foundation supports safe interpretation of communication cases.,70,Assign foundation review and two related questions.
frm_000574,lesson,les_paramedic_000574,fdn_000015,prerequisite,Foundation supports safe interpretation of ethics cases.,70,Assign foundation review and two related questions.
frm_000575,lesson,les_paramedic_000575,fdn_000016,prerequisite,Foundation supports safe interpretation of ethics cases.,70,Assign foundation review and two related questions.
frm_000576,lesson,les_paramedic_000576,fdn_000017,prerequisite,Foundation supports safe interpretation of ethics cases.,70,Assign foundation review and two related questions.
