rationale_id,question_id,option_id_nullable,rationale_type,rationale_text
rat_001287,q_aemt_000258,opt_001030,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001288,q_aemt_000258,opt_001031,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001289,q_aemt_000258,opt_001032,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001290,q_aemt_000258,,teaching_point,Review Abdominal Pain and repeat a linked scenario if missed twice.
rat_001291,q_aemt_000259,opt_001033,incorrect_option,The other actions delay patient-centered care.
rat_001292,q_aemt_000259,opt_001034,incorrect_option,The other actions delay patient-centered care.
rat_001293,q_aemt_000259,opt_001035,incorrect_option,The other actions delay patient-centered care.
rat_001294,q_aemt_000259,opt_001036,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001295,q_aemt_000259,,teaching_point,Review Renal and repeat a linked scenario if missed twice.
rat_001296,q_aemt_000260,opt_001037,correct,Trends and response guide receiving care.
rat_001297,q_aemt_000260,opt_001038,incorrect_option,The other options are irrelevant or unsafe.
rat_001298,q_aemt_000260,opt_001039,incorrect_option,The other options are irrelevant or unsafe.
rat_001299,q_aemt_000260,opt_001040,incorrect_option,The other options are irrelevant or unsafe.
rat_001300,q_aemt_000260,,teaching_point,Review Behavioral Crisis and repeat a linked scenario if missed twice.
rat_001301,q_aemt_000261,opt_001041,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001302,q_aemt_000261,opt_001042,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001303,q_aemt_000261,opt_001043,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001304,q_aemt_000261,opt_001044,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001305,q_aemt_000261,,teaching_point,Review Ob Delivery and repeat a linked scenario if missed twice.
rat_001306,q_aemt_000262,opt_001045,incorrect_option,The distractors delay assessment or treatment.
rat_001307,q_aemt_000262,opt_001046,correct,Primary assessment and life threats come before detailed history.
rat_001308,q_aemt_000262,opt_001047,incorrect_option,The distractors delay assessment or treatment.
rat_001309,q_aemt_000262,opt_001048,incorrect_option,The distractors delay assessment or treatment.
rat_001310,q_aemt_000262,,teaching_point,Review Neonatal Resuscitation and repeat a linked scenario if missed twice.
rat_001311,q_aemt_000263,opt_001049,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001312,q_aemt_000263,opt_001050,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001313,q_aemt_000263,opt_001051,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001314,q_aemt_000263,opt_001052,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001315,q_aemt_000263,,teaching_point,Review Pediatrics and repeat a linked scenario if missed twice.
rat_001316,q_aemt_000264,opt_001053,incorrect_option,The other actions delay patient-centered care.
rat_001317,q_aemt_000264,opt_001054,incorrect_option,The other actions delay patient-centered care.
rat_001318,q_aemt_000264,opt_001055,incorrect_option,The other actions delay patient-centered care.
rat_001319,q_aemt_000264,opt_001056,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001320,q_aemt_000264,,teaching_point,Review Geriatrics and repeat a linked scenario if missed twice.
rat_001321,q_aemt_000265,opt_001057,correct,Trends and response guide receiving care.
rat_001322,q_aemt_000265,opt_001058,incorrect_option,The other options are irrelevant or unsafe.
rat_001323,q_aemt_000265,opt_001059,incorrect_option,The other options are irrelevant or unsafe.
rat_001324,q_aemt_000265,opt_001060,incorrect_option,The other options are irrelevant or unsafe.
rat_001325,q_aemt_000265,,teaching_point,Review Allergy Anaphylaxis and repeat a linked scenario if missed twice.
rat_001326,q_aemt_000266,opt_001061,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001327,q_aemt_000266,opt_001062,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001328,q_aemt_000266,opt_001063,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001329,q_aemt_000266,opt_001064,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001330,q_aemt_000266,,teaching_point,Review Scene Safety and repeat a linked scenario if missed twice.
rat_001331,q_aemt_000267,opt_001065,incorrect_option,The distractors delay assessment or treatment.
rat_001332,q_aemt_000267,opt_001066,correct,Primary assessment and life threats come before detailed history.
rat_001333,q_aemt_000267,opt_001067,incorrect_option,The distractors delay assessment or treatment.
rat_001334,q_aemt_000267,opt_001068,incorrect_option,The distractors delay assessment or treatment.
rat_001335,q_aemt_000267,,teaching_point,Review Ppe Infection Control and repeat a linked scenario if missed twice.
rat_001336,q_aemt_000268,opt_001069,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001337,q_aemt_000268,opt_001070,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001338,q_aemt_000268,opt_001071,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001339,q_aemt_000268,opt_001072,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001340,q_aemt_000268,,teaching_point,Review Hazmat Awareness and repeat a linked scenario if missed twice.
rat_001341,q_aemt_000269,opt_001073,incorrect_option,The other actions delay patient-centered care.
rat_001342,q_aemt_000269,opt_001074,incorrect_option,The other actions delay patient-centered care.
rat_001343,q_aemt_000269,opt_001075,incorrect_option,The other actions delay patient-centered care.
rat_001344,q_aemt_000269,opt_001076,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001345,q_aemt_000269,,teaching_point,Review Mci Triage and repeat a linked scenario if missed twice.
rat_001346,q_aemt_000270,opt_001077,correct,Trends and response guide receiving care.
rat_001347,q_aemt_000270,opt_001078,incorrect_option,The other options are irrelevant or unsafe.
rat_001348,q_aemt_000270,opt_001079,incorrect_option,The other options are irrelevant or unsafe.
rat_001349,q_aemt_000270,opt_001080,incorrect_option,The other options are irrelevant or unsafe.
rat_001350,q_aemt_000270,,teaching_point,Review Radio Report and repeat a linked scenario if missed twice.
rat_001351,q_aemt_000271,opt_001081,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001352,q_aemt_000271,opt_001082,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001353,q_aemt_000271,opt_001083,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001354,q_aemt_000271,opt_001084,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001355,q_aemt_000271,,teaching_point,Review Documentation and repeat a linked scenario if missed twice.
rat_001356,q_aemt_000272,opt_001085,incorrect_option,The distractors delay assessment or treatment.
rat_001357,q_aemt_000272,opt_001086,correct,Primary assessment and life threats come before detailed history.
rat_001358,q_aemt_000272,opt_001087,incorrect_option,The distractors delay assessment or treatment.
rat_001359,q_aemt_000272,opt_001088,incorrect_option,The distractors delay assessment or treatment.
rat_001360,q_aemt_000272,,teaching_point,Review Legal Consent and repeat a linked scenario if missed twice.
rat_001361,q_aemt_000273,opt_001089,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001362,q_aemt_000273,opt_001090,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001363,q_aemt_000273,opt_001091,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001364,q_aemt_000273,opt_001092,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001365,q_aemt_000273,,teaching_point,Review Refusal and repeat a linked scenario if missed twice.
rat_001366,q_aemt_000274,opt_001093,incorrect_option,The other actions delay patient-centered care.
rat_001367,q_aemt_000274,opt_001094,incorrect_option,The other actions delay patient-centered care.
rat_001368,q_aemt_000274,opt_001095,incorrect_option,The other actions delay patient-centered care.
rat_001369,q_aemt_000274,opt_001096,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001370,q_aemt_000274,,teaching_point,Review Interfacility and repeat a linked scenario if missed twice.
rat_001371,q_aemt_000275,opt_001097,correct,Trends and response guide receiving care.
rat_001372,q_aemt_000275,opt_001098,incorrect_option,The other options are irrelevant or unsafe.
rat_001373,q_aemt_000275,opt_001099,incorrect_option,The other options are irrelevant or unsafe.
rat_001374,q_aemt_000275,opt_001100,incorrect_option,The other options are irrelevant or unsafe.
rat_001375,q_aemt_000275,,teaching_point,Review Wellness Resilience and repeat a linked scenario if missed twice.
rat_001376,q_aemt_000276,opt_001101,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001377,q_aemt_000276,opt_001102,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001378,q_aemt_000276,opt_001103,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001379,q_aemt_000276,opt_001104,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001380,q_aemt_000276,,teaching_point,Review Ambulance Ops and repeat a linked scenario if missed twice.
rat_001381,q_aemt_000277,opt_001105,incorrect_option,The distractors delay assessment or treatment.
rat_001382,q_aemt_000277,opt_001106,correct,Primary assessment and life threats come before detailed history.
rat_001383,q_aemt_000277,opt_001107,incorrect_option,The distractors delay assessment or treatment.
rat_001384,q_aemt_000277,opt_001108,incorrect_option,The distractors delay assessment or treatment.
rat_001385,q_aemt_000277,,teaching_point,Review Quality Improvement and repeat a linked scenario if missed twice.
rat_001386,q_aemt_000278,opt_001109,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001387,q_aemt_000278,opt_001110,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001388,q_aemt_000278,opt_001111,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001389,q_aemt_000278,opt_001112,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001390,q_aemt_000278,,teaching_point,Review Anatomy Physiology and repeat a linked scenario if missed twice.
rat_001391,q_aemt_000279,opt_001113,incorrect_option,The other actions delay patient-centered care.
rat_001392,q_aemt_000279,opt_001114,incorrect_option,The other actions delay patient-centered care.
rat_001393,q_aemt_000279,opt_001115,incorrect_option,The other actions delay patient-centered care.
rat_001394,q_aemt_000279,opt_001116,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001395,q_aemt_000279,,teaching_point,Review Medical Terminology and repeat a linked scenario if missed twice.
rat_001396,q_aemt_000280,opt_001117,correct,Trends and response guide receiving care.
rat_001397,q_aemt_000280,opt_001118,incorrect_option,The other options are irrelevant or unsafe.
rat_001398,q_aemt_000280,opt_001119,incorrect_option,The other options are irrelevant or unsafe.
rat_001399,q_aemt_000280,opt_001120,incorrect_option,The other options are irrelevant or unsafe.
rat_001400,q_aemt_000280,,teaching_point,Review Pathophysiology and repeat a linked scenario if missed twice.
rat_001401,q_aemt_000281,opt_001121,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001402,q_aemt_000281,opt_001122,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001403,q_aemt_000281,opt_001123,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001404,q_aemt_000281,opt_001124,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001405,q_aemt_000281,,teaching_point,Review Pharmacology Basics and repeat a linked scenario if missed twice.
rat_001406,q_aemt_000282,opt_001125,incorrect_option,The distractors delay assessment or treatment.
rat_001407,q_aemt_000282,opt_001126,correct,Primary assessment and life threats come before detailed history.
rat_001408,q_aemt_000282,opt_001127,incorrect_option,The distractors delay assessment or treatment.
rat_001409,q_aemt_000282,opt_001128,incorrect_option,The distractors delay assessment or treatment.
rat_001410,q_aemt_000282,,teaching_point,Review Medication Math and repeat a linked scenario if missed twice.
rat_001411,q_aemt_000283,opt_001129,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001412,q_aemt_000283,opt_001130,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001413,q_aemt_000283,opt_001131,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001414,q_aemt_000283,opt_001132,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001415,q_aemt_000283,,teaching_point,Review Ecg Fundamentals and repeat a linked scenario if missed twice.
rat_001416,q_aemt_000284,opt_001133,incorrect_option,The other actions delay patient-centered care.
rat_001417,q_aemt_000284,opt_001134,incorrect_option,The other actions delay patient-centered care.
rat_001418,q_aemt_000284,opt_001135,incorrect_option,The other actions delay patient-centered care.
rat_001419,q_aemt_000284,opt_001136,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001420,q_aemt_000284,,teaching_point,Review Vital Signs and repeat a linked scenario if missed twice.
rat_001421,q_aemt_000285,opt_001137,correct,Trends and response guide receiving care.
rat_001422,q_aemt_000285,opt_001138,incorrect_option,The other options are irrelevant or unsafe.
rat_001423,q_aemt_000285,opt_001139,incorrect_option,The other options are irrelevant or unsafe.
rat_001424,q_aemt_000285,opt_001140,incorrect_option,The other options are irrelevant or unsafe.
rat_001425,q_aemt_000285,,teaching_point,Review Assessment Frameworks and repeat a linked scenario if missed twice.
rat_001426,q_aemt_000286,opt_001141,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001427,q_aemt_000286,opt_001142,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001428,q_aemt_000286,opt_001143,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001429,q_aemt_000286,opt_001144,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001430,q_aemt_000286,,teaching_point,Review Communication and repeat a linked scenario if missed twice.
rat_001431,q_aemt_000287,opt_001145,incorrect_option,The distractors delay assessment or treatment.
rat_001432,q_aemt_000287,opt_001146,correct,Primary assessment and life threats come before detailed history.
rat_001433,q_aemt_000287,opt_001147,incorrect_option,The distractors delay assessment or treatment.
rat_001434,q_aemt_000287,opt_001148,incorrect_option,The distractors delay assessment or treatment.
rat_001435,q_aemt_000287,,teaching_point,Review Ethics and repeat a linked scenario if missed twice.
rat_001436,q_aemt_000288,opt_001149,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001437,q_aemt_000288,opt_001150,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001438,q_aemt_000288,opt_001151,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001439,q_aemt_000288,opt_001152,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001440,q_aemt_000288,,teaching_point,Review Airway Anatomy and repeat a linked scenario if missed twice.
rat_001441,q_aemt_000289,opt_001153,incorrect_option,The other actions delay patient-centered care.
rat_001442,q_aemt_000289,opt_001154,incorrect_option,The other actions delay patient-centered care.
rat_001443,q_aemt_000289,opt_001155,incorrect_option,The other actions delay patient-centered care.
rat_001444,q_aemt_000289,opt_001156,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001445,q_aemt_000289,,teaching_point,Review Airway Assessment and repeat a linked scenario if missed twice.
rat_001446,q_aemt_000290,opt_001157,correct,Trends and response guide receiving care.
rat_001447,q_aemt_000290,opt_001158,incorrect_option,The other options are irrelevant or unsafe.
rat_001448,q_aemt_000290,opt_001159,incorrect_option,The other options are irrelevant or unsafe.
rat_001449,q_aemt_000290,opt_001160,incorrect_option,The other options are irrelevant or unsafe.
rat_001450,q_aemt_000290,,teaching_point,Review Oxygen Delivery and repeat a linked scenario if missed twice.
rat_001451,q_paramedic_000291,opt_001161,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001452,q_paramedic_000291,opt_001162,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001453,q_paramedic_000291,opt_001163,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001454,q_paramedic_000291,opt_001164,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001455,q_paramedic_000291,,teaching_point,Review Bvm Ventilation and repeat a linked scenario if missed twice.
rat_001456,q_paramedic_000292,opt_001165,incorrect_option,The distractors delay assessment or treatment.
rat_001457,q_paramedic_000292,opt_001166,correct,Primary assessment and life threats come before detailed history.
rat_001458,q_paramedic_000292,opt_001167,incorrect_option,The distractors delay assessment or treatment.
rat_001459,q_paramedic_000292,opt_001168,incorrect_option,The distractors delay assessment or treatment.
rat_001460,q_paramedic_000292,,teaching_point,Review Suctioning and repeat a linked scenario if missed twice.
rat_001461,q_paramedic_000293,opt_001169,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001462,q_paramedic_000293,opt_001170,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001463,q_paramedic_000293,opt_001171,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001464,q_paramedic_000293,opt_001172,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001465,q_paramedic_000293,,teaching_point,Review Adjuncts and repeat a linked scenario if missed twice.
rat_001466,q_paramedic_000294,opt_001173,incorrect_option,The other actions delay patient-centered care.
rat_001467,q_paramedic_000294,opt_001174,incorrect_option,The other actions delay patient-centered care.
rat_001468,q_paramedic_000294,opt_001175,incorrect_option,The other actions delay patient-centered care.
rat_001469,q_paramedic_000294,opt_001176,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001470,q_paramedic_000294,,teaching_point,Review Cpap and repeat a linked scenario if missed twice.
rat_001471,q_paramedic_000295,opt_001177,correct,Trends and response guide receiving care.
rat_001472,q_paramedic_000295,opt_001178,incorrect_option,The other options are irrelevant or unsafe.
rat_001473,q_paramedic_000295,opt_001179,incorrect_option,The other options are irrelevant or unsafe.
rat_001474,q_paramedic_000295,opt_001180,incorrect_option,The other options are irrelevant or unsafe.
rat_001475,q_paramedic_000295,,teaching_point,Review Respiratory Distress and repeat a linked scenario if missed twice.
rat_001476,q_paramedic_000296,opt_001181,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001477,q_paramedic_000296,opt_001182,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001478,q_paramedic_000296,opt_001183,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001479,q_paramedic_000296,opt_001184,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001480,q_paramedic_000296,,teaching_point,Review Asthma Copd and repeat a linked scenario if missed twice.
rat_001481,q_paramedic_000297,opt_001185,incorrect_option,The distractors delay assessment or treatment.
rat_001482,q_paramedic_000297,opt_001186,correct,Primary assessment and life threats come before detailed history.
rat_001483,q_paramedic_000297,opt_001187,incorrect_option,The distractors delay assessment or treatment.
rat_001484,q_paramedic_000297,opt_001188,incorrect_option,The distractors delay assessment or treatment.
rat_001485,q_paramedic_000297,,teaching_point,Review Pulmonary Edema and repeat a linked scenario if missed twice.
rat_001486,q_paramedic_000298,opt_001189,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001487,q_paramedic_000298,opt_001190,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001488,q_paramedic_000298,opt_001191,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001489,q_paramedic_000298,opt_001192,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001490,q_paramedic_000298,,teaching_point,Review Anaphylaxis Airway and repeat a linked scenario if missed twice.
rat_001491,q_paramedic_000299,opt_001193,incorrect_option,The other actions delay patient-centered care.
rat_001492,q_paramedic_000299,opt_001194,incorrect_option,The other actions delay patient-centered care.
rat_001493,q_paramedic_000299,opt_001195,incorrect_option,The other actions delay patient-centered care.
rat_001494,q_paramedic_000299,opt_001196,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001495,q_paramedic_000299,,teaching_point,Review Ventilation Monitoring and repeat a linked scenario if missed twice.
rat_001496,q_paramedic_000300,opt_001197,correct,Trends and response guide receiving care.
rat_001497,q_paramedic_000300,opt_001198,incorrect_option,The other options are irrelevant or unsafe.
rat_001498,q_paramedic_000300,opt_001199,incorrect_option,The other options are irrelevant or unsafe.
rat_001499,q_paramedic_000300,opt_001200,incorrect_option,The other options are irrelevant or unsafe.
rat_001500,q_paramedic_000300,,teaching_point,Review Cardiac Anatomy and repeat a linked scenario if missed twice.
rat_001501,q_paramedic_000301,opt_001201,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001502,q_paramedic_000301,opt_001202,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001503,q_paramedic_000301,opt_001203,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001504,q_paramedic_000301,opt_001204,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001505,q_paramedic_000301,,teaching_point,Review Chest Pain and repeat a linked scenario if missed twice.
rat_001506,q_paramedic_000302,opt_001205,incorrect_option,The distractors delay assessment or treatment.
rat_001507,q_paramedic_000302,opt_001206,correct,Primary assessment and life threats come before detailed history.
rat_001508,q_paramedic_000302,opt_001207,incorrect_option,The distractors delay assessment or treatment.
rat_001509,q_paramedic_000302,opt_001208,incorrect_option,The distractors delay assessment or treatment.
rat_001510,q_paramedic_000302,,teaching_point,Review Acs and repeat a linked scenario if missed twice.
rat_001511,q_paramedic_000303,opt_001209,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001512,q_paramedic_000303,opt_001210,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001513,q_paramedic_000303,opt_001211,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001514,q_paramedic_000303,opt_001212,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001515,q_paramedic_000303,,teaching_point,Review Heart Failure and repeat a linked scenario if missed twice.
rat_001516,q_paramedic_000304,opt_001213,incorrect_option,The other actions delay patient-centered care.
rat_001517,q_paramedic_000304,opt_001214,incorrect_option,The other actions delay patient-centered care.
rat_001518,q_paramedic_000304,opt_001215,incorrect_option,The other actions delay patient-centered care.
rat_001519,q_paramedic_000304,opt_001216,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001520,q_paramedic_000304,,teaching_point,Review Cardiac Arrest and repeat a linked scenario if missed twice.
rat_001521,q_paramedic_000305,opt_001217,correct,Trends and response guide receiving care.
rat_001522,q_paramedic_000305,opt_001218,incorrect_option,The other options are irrelevant or unsafe.
rat_001523,q_paramedic_000305,opt_001219,incorrect_option,The other options are irrelevant or unsafe.
rat_001524,q_paramedic_000305,opt_001220,incorrect_option,The other options are irrelevant or unsafe.
rat_001525,q_paramedic_000305,,teaching_point,Review Bradycardia and repeat a linked scenario if missed twice.
rat_001526,q_paramedic_000306,opt_001221,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001527,q_paramedic_000306,opt_001222,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001528,q_paramedic_000306,opt_001223,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001529,q_paramedic_000306,opt_001224,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001530,q_paramedic_000306,,teaching_point,Review Tachycardia and repeat a linked scenario if missed twice.
rat_001531,q_paramedic_000307,opt_001225,incorrect_option,The distractors delay assessment or treatment.
rat_001532,q_paramedic_000307,opt_001226,correct,Primary assessment and life threats come before detailed history.
rat_001533,q_paramedic_000307,opt_001227,incorrect_option,The distractors delay assessment or treatment.
rat_001534,q_paramedic_000307,opt_001228,incorrect_option,The distractors delay assessment or treatment.
rat_001535,q_paramedic_000307,,teaching_point,Review Shockable Rhythms and repeat a linked scenario if missed twice.
rat_001536,q_paramedic_000308,opt_001229,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001537,q_paramedic_000308,opt_001230,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001538,q_paramedic_000308,opt_001231,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001539,q_paramedic_000308,opt_001232,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001540,q_paramedic_000308,,teaching_point,Review Ecg Basics and repeat a linked scenario if missed twice.
rat_001541,q_paramedic_000309,opt_001233,incorrect_option,The other actions delay patient-centered care.
rat_001542,q_paramedic_000309,opt_001234,incorrect_option,The other actions delay patient-centered care.
rat_001543,q_paramedic_000309,opt_001235,incorrect_option,The other actions delay patient-centered care.
rat_001544,q_paramedic_000309,opt_001236,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001545,q_paramedic_000309,,teaching_point,Review Twelve Lead and repeat a linked scenario if missed twice.
rat_001546,q_paramedic_000310,opt_001237,correct,Trends and response guide receiving care.
rat_001547,q_paramedic_000310,opt_001238,incorrect_option,The other options are irrelevant or unsafe.
rat_001548,q_paramedic_000310,opt_001239,incorrect_option,The other options are irrelevant or unsafe.
rat_001549,q_paramedic_000310,opt_001240,incorrect_option,The other options are irrelevant or unsafe.
rat_001550,q_paramedic_000310,,teaching_point,Review Stemi Recognition and repeat a linked scenario if missed twice.
rat_001551,q_paramedic_000311,opt_001241,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001552,q_paramedic_000311,opt_001242,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001553,q_paramedic_000311,opt_001243,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001554,q_paramedic_000311,opt_001244,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001555,q_paramedic_000311,,teaching_point,Review Post Rosc and repeat a linked scenario if missed twice.
rat_001556,q_paramedic_000312,opt_001245,incorrect_option,The distractors delay assessment or treatment.
rat_001557,q_paramedic_000312,opt_001246,correct,Primary assessment and life threats come before detailed history.
rat_001558,q_paramedic_000312,opt_001247,incorrect_option,The distractors delay assessment or treatment.
rat_001559,q_paramedic_000312,opt_001248,incorrect_option,The distractors delay assessment or treatment.
rat_001560,q_paramedic_000312,,teaching_point,Review Bleeding Control and repeat a linked scenario if missed twice.
rat_001561,q_paramedic_000313,opt_001249,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001562,q_paramedic_000313,opt_001250,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001563,q_paramedic_000313,opt_001251,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001564,q_paramedic_000313,opt_001252,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001565,q_paramedic_000313,,teaching_point,Review Shock Trauma and repeat a linked scenario if missed twice.
rat_001566,q_paramedic_000314,opt_001253,incorrect_option,The other actions delay patient-centered care.
rat_001567,q_paramedic_000314,opt_001254,incorrect_option,The other actions delay patient-centered care.
rat_001568,q_paramedic_000314,opt_001255,incorrect_option,The other actions delay patient-centered care.
rat_001569,q_paramedic_000314,opt_001256,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001570,q_paramedic_000314,,teaching_point,Review Head Injury and repeat a linked scenario if missed twice.
rat_001571,q_paramedic_000315,opt_001257,correct,Trends and response guide receiving care.
rat_001572,q_paramedic_000315,opt_001258,incorrect_option,The other options are irrelevant or unsafe.
rat_001573,q_paramedic_000315,opt_001259,incorrect_option,The other options are irrelevant or unsafe.
rat_001574,q_paramedic_000315,opt_001260,incorrect_option,The other options are irrelevant or unsafe.
rat_001575,q_paramedic_000315,,teaching_point,Review Spinal Motion and repeat a linked scenario if missed twice.
rat_001576,q_paramedic_000316,opt_001261,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001577,q_paramedic_000316,opt_001262,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001578,q_paramedic_000316,opt_001263,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001579,q_paramedic_000316,opt_001264,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001580,q_paramedic_000316,,teaching_point,Review Chest Trauma and repeat a linked scenario if missed twice.
rat_001581,q_paramedic_000317,opt_001265,incorrect_option,The distractors delay assessment or treatment.
rat_001582,q_paramedic_000317,opt_001266,correct,Primary assessment and life threats come before detailed history.
rat_001583,q_paramedic_000317,opt_001267,incorrect_option,The distractors delay assessment or treatment.
rat_001584,q_paramedic_000317,opt_001268,incorrect_option,The distractors delay assessment or treatment.
rat_001585,q_paramedic_000317,,teaching_point,Review Abdominal Trauma and repeat a linked scenario if missed twice.
rat_001586,q_paramedic_000318,opt_001269,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001587,q_paramedic_000318,opt_001270,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001588,q_paramedic_000318,opt_001271,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001589,q_paramedic_000318,opt_001272,incorrect_option,The other choices alone do not carry the same immediate acuity.
