lesson_id,module_id,taxonomy_id,level,title,short_summary,why_it_matters,must_know_points,red_flags,contraindications_or_dangers,common_mistakes,field_pearls,difficulty_1_to_5,verification_status,review_date,national_vs_local_flag,deprecated_flag
les_aemt_000328,mod_aemt_000018,tax_000067,aemt,Assessment priorities for quality improvement,"Learn how to identify, prioritize, and manage quality improvement at the AEMT level.",Quality Improvement matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000329,mod_aemt_000018,tax_000067,aemt,Recognition and red flags in quality improvement,"Learn how to identify, prioritize, and manage quality improvement at the AEMT level.",Quality Improvement matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000330,mod_aemt_000018,tax_000067,aemt,Initial management for quality improvement,"Learn how to identify, prioritize, and manage quality improvement at the AEMT level.",Quality Improvement matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_aemt_000331,mod_aemt_000018,tax_000069,aemt,Assessment priorities for anatomy physiology,"Learn how to identify, prioritize, and manage anatomy physiology at the AEMT level.",Anatomy Physiology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000332,mod_aemt_000018,tax_000069,aemt,Recognition and red flags in anatomy physiology,"Learn how to identify, prioritize, and manage anatomy physiology at the AEMT level.",Anatomy Physiology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000333,mod_aemt_000018,tax_000069,aemt,Initial management for anatomy physiology,"Learn how to identify, prioritize, and manage anatomy physiology at the AEMT level.",Anatomy Physiology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_aemt_000334,mod_aemt_000018,tax_000070,aemt,Assessment priorities for medical terminology,"Learn how to identify, prioritize, and manage medical terminology at the AEMT level.",Medical Terminology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000335,mod_aemt_000018,tax_000070,aemt,Recognition and red flags in medical terminology,"Learn how to identify, prioritize, and manage medical terminology at the AEMT level.",Medical Terminology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000336,mod_aemt_000018,tax_000070,aemt,Initial management for medical terminology,"Learn how to identify, prioritize, and manage medical terminology at the AEMT level.",Medical Terminology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_aemt_000337,mod_aemt_000018,tax_000071,aemt,Assessment priorities for pathophysiology,"Learn how to identify, prioritize, and manage pathophysiology at the AEMT level.",Pathophysiology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000338,mod_aemt_000018,tax_000071,aemt,Recognition and red flags in pathophysiology,"Learn how to identify, prioritize, and manage pathophysiology at the AEMT level.",Pathophysiology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000339,mod_aemt_000018,tax_000071,aemt,Initial management for pathophysiology,"Learn how to identify, prioritize, and manage pathophysiology at the AEMT level.",Pathophysiology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_aemt_000340,mod_aemt_000018,tax_000072,aemt,Assessment priorities for pharmacology basics,"Learn how to identify, prioritize, and manage pharmacology basics at the AEMT level.",Pharmacology Basics matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000341,mod_aemt_000018,tax_000072,aemt,Recognition and red flags in pharmacology basics,"Learn how to identify, prioritize, and manage pharmacology basics at the AEMT level.",Pharmacology Basics matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000342,mod_aemt_000018,tax_000072,aemt,Initial management for pharmacology basics,"Learn how to identify, prioritize, and manage pharmacology basics at the AEMT level.",Pharmacology Basics matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_aemt_000343,mod_aemt_000018,tax_000073,aemt,Assessment priorities for medication math,"Learn how to identify, prioritize, and manage medication math at the AEMT level.",Medication Math matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000344,mod_aemt_000018,tax_000073,aemt,Recognition and red flags in medication math,"Learn how to identify, prioritize, and manage medication math at the AEMT level.",Medication Math matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000345,mod_aemt_000018,tax_000073,aemt,Initial management for medication math,"Learn how to identify, prioritize, and manage medication math at the AEMT level.",Medication Math matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_aemt_000346,mod_aemt_000018,tax_000074,aemt,Assessment priorities for ecg fundamentals,"Learn how to identify, prioritize, and manage ecg fundamentals at the AEMT level.",Ecg Fundamentals matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000347,mod_aemt_000018,tax_000074,aemt,Recognition and red flags in ecg fundamentals,"Learn how to identify, prioritize, and manage ecg fundamentals at the AEMT level.",Ecg Fundamentals matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000348,mod_aemt_000018,tax_000074,aemt,Initial management for ecg fundamentals,"Learn how to identify, prioritize, and manage ecg fundamentals at the AEMT level.",Ecg Fundamentals matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_aemt_000349,mod_aemt_000018,tax_000075,aemt,Assessment priorities for vital signs,"Learn how to identify, prioritize, and manage vital signs at the AEMT level.",Vital Signs matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000350,mod_aemt_000018,tax_000075,aemt,Recognition and red flags in vital signs,"Learn how to identify, prioritize, and manage vital signs at the AEMT level.",Vital Signs matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000351,mod_aemt_000018,tax_000075,aemt,Initial management for vital signs,"Learn how to identify, prioritize, and manage vital signs at the AEMT level.",Vital Signs matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_aemt_000352,mod_aemt_000018,tax_000076,aemt,Assessment priorities for assessment frameworks,"Learn how to identify, prioritize, and manage assessment frameworks at the AEMT level.",Assessment Frameworks matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000353,mod_aemt_000018,tax_000076,aemt,Recognition and red flags in assessment frameworks,"Learn how to identify, prioritize, and manage assessment frameworks at the AEMT level.",Assessment Frameworks matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000354,mod_aemt_000018,tax_000076,aemt,Initial management for assessment frameworks,"Learn how to identify, prioritize, and manage assessment frameworks at the AEMT level.",Assessment Frameworks matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_aemt_000355,mod_aemt_000018,tax_000077,aemt,Assessment priorities for communication,"Learn how to identify, prioritize, and manage communication at the AEMT level.",Communication matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000356,mod_aemt_000018,tax_000077,aemt,Recognition and red flags in communication,"Learn how to identify, prioritize, and manage communication at the AEMT level.",Communication matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000357,mod_aemt_000018,tax_000077,aemt,Initial management for communication,"Learn how to identify, prioritize, and manage communication at the AEMT level.",Communication matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_aemt_000358,mod_aemt_000018,tax_000078,aemt,Assessment priorities for ethics,"Learn how to identify, prioritize, and manage ethics at the AEMT level.",Ethics matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000359,mod_aemt_000018,tax_000078,aemt,Recognition and red flags in ethics,"Learn how to identify, prioritize, and manage ethics at the AEMT level.",Ethics matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000360,mod_aemt_000018,tax_000078,aemt,Initial management for ethics,"Learn how to identify, prioritize, and manage ethics at the AEMT level.",Ethics matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_paramedic_000361,mod_paramedic_000024,tax_000002,paramedic,Assessment priorities for airway anatomy,"Learn how to identify, prioritize, and manage airway anatomy at the PARAMEDIC level.",Airway Anatomy matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_paramedic_000362,mod_paramedic_000024,tax_000002,paramedic,Recognition and red flags in airway anatomy,"Learn how to identify, prioritize, and manage airway anatomy at the PARAMEDIC level.",Airway Anatomy matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_paramedic_000363,mod_paramedic_000024,tax_000002,paramedic,Initial management for airway anatomy,"Learn how to identify, prioritize, and manage airway anatomy at the PARAMEDIC level.",Airway Anatomy matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,5,draft,2026-05-01,core,False
les_paramedic_000364,mod_paramedic_000024,tax_000003,paramedic,Assessment priorities for airway assessment,"Learn how to identify, prioritize, and manage airway assessment at the PARAMEDIC level.",Airway Assessment matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_paramedic_000365,mod_paramedic_000024,tax_000003,paramedic,Recognition and red flags in airway assessment,"Learn how to identify, prioritize, and manage airway assessment at the PARAMEDIC level.",Airway Assessment matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_paramedic_000366,mod_paramedic_000024,tax_000003,paramedic,Initial management for airway assessment,"Learn how to identify, prioritize, and manage airway assessment at the PARAMEDIC level.",Airway Assessment matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,5,draft,2026-05-01,core,False
les_paramedic_000367,mod_paramedic_000024,tax_000004,paramedic,Assessment priorities for oxygen delivery,"Learn how to identify, prioritize, and manage oxygen delivery at the PARAMEDIC level.",Oxygen Delivery matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_paramedic_000368,mod_paramedic_000024,tax_000004,paramedic,Recognition and red flags in oxygen delivery,"Learn how to identify, prioritize, and manage oxygen delivery at the PARAMEDIC level.",Oxygen Delivery matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_paramedic_000369,mod_paramedic_000024,tax_000004,paramedic,Initial management for oxygen delivery,"Learn how to identify, prioritize, and manage oxygen delivery at the PARAMEDIC level.",Oxygen Delivery matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,5,draft,2026-05-01,core,False
les_paramedic_000370,mod_paramedic_000024,tax_000005,paramedic,Assessment priorities for bvm ventilation,"Learn how to identify, prioritize, and manage bvm ventilation at the PARAMEDIC level.",Bvm Ventilation matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_paramedic_000371,mod_paramedic_000024,tax_000005,paramedic,Recognition and red flags in bvm ventilation,"Learn how to identify, prioritize, and manage bvm ventilation at the PARAMEDIC level.",Bvm Ventilation matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
