option_id,question_id,option_key,option_text,display_order,is_correct
opt_000909,q_aemt_000228,A,Hypotension,1,True
opt_000910,q_aemt_000228,B,Mild isolated nausea,2,False
opt_000911,q_aemt_000228,C,Altered mental status,3,True
opt_000912,q_aemt_000228,D,Normal capillary refill,4,False
opt_000913,q_aemt_000229,A,Finish the narrative,1,False
opt_000914,q_aemt_000229,B,Call the supervisor first,2,False
opt_000915,q_aemt_000229,C,Ignore changes if destination is close,3,False
opt_000916,q_aemt_000229,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000917,q_aemt_000230,A,Trend in vitals and response to treatment,1,True
opt_000918,q_aemt_000230,B,Your lunch status,2,False
opt_000919,q_aemt_000230,C,Unverified bystander rumor,3,False
opt_000920,q_aemt_000230,D,Exact brand of stretcher,4,False
opt_000921,q_aemt_000231,A,Airway compromise,1,True
opt_000922,q_aemt_000231,B,Mild anxiety,2,False
opt_000923,q_aemt_000231,C,Normal skin color,3,False
opt_000924,q_aemt_000231,D,Stable vital signs,4,False
opt_000925,q_aemt_000232,A,Ask a detailed medication history,1,False
opt_000926,q_aemt_000232,B,Perform a primary assessment and correct life threats,2,True
opt_000927,q_aemt_000232,C,Complete the refusal form,3,False
opt_000928,q_aemt_000232,D,Wait for ALS before touching the patient,4,False
opt_000929,q_aemt_000233,A,Hypotension,1,True
opt_000930,q_aemt_000233,B,Mild isolated nausea,2,False
opt_000931,q_aemt_000233,C,Altered mental status,3,True
opt_000932,q_aemt_000233,D,Normal capillary refill,4,False
opt_000933,q_aemt_000234,A,Finish the narrative,1,False
opt_000934,q_aemt_000234,B,Call the supervisor first,2,False
opt_000935,q_aemt_000234,C,Ignore changes if destination is close,3,False
opt_000936,q_aemt_000234,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000937,q_aemt_000235,A,Trend in vitals and response to treatment,1,True
opt_000938,q_aemt_000235,B,Your lunch status,2,False
opt_000939,q_aemt_000235,C,Unverified bystander rumor,3,False
opt_000940,q_aemt_000235,D,Exact brand of stretcher,4,False
opt_000941,q_aemt_000236,A,Airway compromise,1,True
opt_000942,q_aemt_000236,B,Mild anxiety,2,False
opt_000943,q_aemt_000236,C,Normal skin color,3,False
opt_000944,q_aemt_000236,D,Stable vital signs,4,False
opt_000945,q_aemt_000237,A,Ask a detailed medication history,1,False
opt_000946,q_aemt_000237,B,Perform a primary assessment and correct life threats,2,True
opt_000947,q_aemt_000237,C,Complete the refusal form,3,False
opt_000948,q_aemt_000237,D,Wait for ALS before touching the patient,4,False
opt_000949,q_aemt_000238,A,Hypotension,1,True
opt_000950,q_aemt_000238,B,Mild isolated nausea,2,False
opt_000951,q_aemt_000238,C,Altered mental status,3,True
opt_000952,q_aemt_000238,D,Normal capillary refill,4,False
opt_000953,q_aemt_000239,A,Finish the narrative,1,False
opt_000954,q_aemt_000239,B,Call the supervisor first,2,False
opt_000955,q_aemt_000239,C,Ignore changes if destination is close,3,False
opt_000956,q_aemt_000239,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000957,q_aemt_000240,A,Trend in vitals and response to treatment,1,True
opt_000958,q_aemt_000240,B,Your lunch status,2,False
opt_000959,q_aemt_000240,C,Unverified bystander rumor,3,False
opt_000960,q_aemt_000240,D,Exact brand of stretcher,4,False
opt_000961,q_aemt_000241,A,Airway compromise,1,True
opt_000962,q_aemt_000241,B,Mild anxiety,2,False
opt_000963,q_aemt_000241,C,Normal skin color,3,False
opt_000964,q_aemt_000241,D,Stable vital signs,4,False
opt_000965,q_aemt_000242,A,Ask a detailed medication history,1,False
opt_000966,q_aemt_000242,B,Perform a primary assessment and correct life threats,2,True
opt_000967,q_aemt_000242,C,Complete the refusal form,3,False
opt_000968,q_aemt_000242,D,Wait for ALS before touching the patient,4,False
opt_000969,q_aemt_000243,A,Hypotension,1,True
opt_000970,q_aemt_000243,B,Mild isolated nausea,2,False
opt_000971,q_aemt_000243,C,Altered mental status,3,True
opt_000972,q_aemt_000243,D,Normal capillary refill,4,False
opt_000973,q_aemt_000244,A,Finish the narrative,1,False
opt_000974,q_aemt_000244,B,Call the supervisor first,2,False
opt_000975,q_aemt_000244,C,Ignore changes if destination is close,3,False
opt_000976,q_aemt_000244,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000977,q_aemt_000245,A,Trend in vitals and response to treatment,1,True
opt_000978,q_aemt_000245,B,Your lunch status,2,False
opt_000979,q_aemt_000245,C,Unverified bystander rumor,3,False
opt_000980,q_aemt_000245,D,Exact brand of stretcher,4,False
opt_000981,q_aemt_000246,A,Airway compromise,1,True
opt_000982,q_aemt_000246,B,Mild anxiety,2,False
opt_000983,q_aemt_000246,C,Normal skin color,3,False
opt_000984,q_aemt_000246,D,Stable vital signs,4,False
opt_000985,q_aemt_000247,A,Ask a detailed medication history,1,False
opt_000986,q_aemt_000247,B,Perform a primary assessment and correct life threats,2,True
opt_000987,q_aemt_000247,C,Complete the refusal form,3,False
opt_000988,q_aemt_000247,D,Wait for ALS before touching the patient,4,False
opt_000989,q_aemt_000248,A,Hypotension,1,True
opt_000990,q_aemt_000248,B,Mild isolated nausea,2,False
opt_000991,q_aemt_000248,C,Altered mental status,3,True
opt_000992,q_aemt_000248,D,Normal capillary refill,4,False
opt_000993,q_aemt_000249,A,Finish the narrative,1,False
opt_000994,q_aemt_000249,B,Call the supervisor first,2,False
opt_000995,q_aemt_000249,C,Ignore changes if destination is close,3,False
opt_000996,q_aemt_000249,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000997,q_aemt_000250,A,Trend in vitals and response to treatment,1,True
opt_000998,q_aemt_000250,B,Your lunch status,2,False
opt_000999,q_aemt_000250,C,Unverified bystander rumor,3,False
opt_001000,q_aemt_000250,D,Exact brand of stretcher,4,False
opt_001001,q_aemt_000251,A,Airway compromise,1,True
opt_001002,q_aemt_000251,B,Mild anxiety,2,False
opt_001003,q_aemt_000251,C,Normal skin color,3,False
opt_001004,q_aemt_000251,D,Stable vital signs,4,False
opt_001005,q_aemt_000252,A,Ask a detailed medication history,1,False
opt_001006,q_aemt_000252,B,Perform a primary assessment and correct life threats,2,True
opt_001007,q_aemt_000252,C,Complete the refusal form,3,False
opt_001008,q_aemt_000252,D,Wait for ALS before touching the patient,4,False
opt_001009,q_aemt_000253,A,Hypotension,1,True
opt_001010,q_aemt_000253,B,Mild isolated nausea,2,False
opt_001011,q_aemt_000253,C,Altered mental status,3,True
opt_001012,q_aemt_000253,D,Normal capillary refill,4,False
opt_001013,q_aemt_000254,A,Finish the narrative,1,False
opt_001014,q_aemt_000254,B,Call the supervisor first,2,False
opt_001015,q_aemt_000254,C,Ignore changes if destination is close,3,False
opt_001016,q_aemt_000254,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001017,q_aemt_000255,A,Trend in vitals and response to treatment,1,True
opt_001018,q_aemt_000255,B,Your lunch status,2,False
opt_001019,q_aemt_000255,C,Unverified bystander rumor,3,False
opt_001020,q_aemt_000255,D,Exact brand of stretcher,4,False
opt_001021,q_aemt_000256,A,Airway compromise,1,True
opt_001022,q_aemt_000256,B,Mild anxiety,2,False
opt_001023,q_aemt_000256,C,Normal skin color,3,False
opt_001024,q_aemt_000256,D,Stable vital signs,4,False
opt_001025,q_aemt_000257,A,Ask a detailed medication history,1,False
opt_001026,q_aemt_000257,B,Perform a primary assessment and correct life threats,2,True
opt_001027,q_aemt_000257,C,Complete the refusal form,3,False
opt_001028,q_aemt_000257,D,Wait for ALS before touching the patient,4,False
opt_001029,q_aemt_000258,A,Hypotension,1,True
opt_001030,q_aemt_000258,B,Mild isolated nausea,2,False
opt_001031,q_aemt_000258,C,Altered mental status,3,True
opt_001032,q_aemt_000258,D,Normal capillary refill,4,False
opt_001033,q_aemt_000259,A,Finish the narrative,1,False
opt_001034,q_aemt_000259,B,Call the supervisor first,2,False
opt_001035,q_aemt_000259,C,Ignore changes if destination is close,3,False
opt_001036,q_aemt_000259,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001037,q_aemt_000260,A,Trend in vitals and response to treatment,1,True
opt_001038,q_aemt_000260,B,Your lunch status,2,False
opt_001039,q_aemt_000260,C,Unverified bystander rumor,3,False
opt_001040,q_aemt_000260,D,Exact brand of stretcher,4,False
opt_001041,q_aemt_000261,A,Airway compromise,1,True
opt_001042,q_aemt_000261,B,Mild anxiety,2,False
opt_001043,q_aemt_000261,C,Normal skin color,3,False
opt_001044,q_aemt_000261,D,Stable vital signs,4,False
opt_001045,q_aemt_000262,A,Ask a detailed medication history,1,False
opt_001046,q_aemt_000262,B,Perform a primary assessment and correct life threats,2,True
opt_001047,q_aemt_000262,C,Complete the refusal form,3,False
opt_001048,q_aemt_000262,D,Wait for ALS before touching the patient,4,False
opt_001049,q_aemt_000263,A,Hypotension,1,True
opt_001050,q_aemt_000263,B,Mild isolated nausea,2,False
opt_001051,q_aemt_000263,C,Altered mental status,3,True
opt_001052,q_aemt_000263,D,Normal capillary refill,4,False
opt_001053,q_aemt_000264,A,Finish the narrative,1,False
opt_001054,q_aemt_000264,B,Call the supervisor first,2,False
opt_001055,q_aemt_000264,C,Ignore changes if destination is close,3,False
opt_001056,q_aemt_000264,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001057,q_aemt_000265,A,Trend in vitals and response to treatment,1,True
opt_001058,q_aemt_000265,B,Your lunch status,2,False
opt_001059,q_aemt_000265,C,Unverified bystander rumor,3,False
opt_001060,q_aemt_000265,D,Exact brand of stretcher,4,False
opt_001061,q_aemt_000266,A,Airway compromise,1,True
opt_001062,q_aemt_000266,B,Mild anxiety,2,False
opt_001063,q_aemt_000266,C,Normal skin color,3,False
opt_001064,q_aemt_000266,D,Stable vital signs,4,False
opt_001065,q_aemt_000267,A,Ask a detailed medication history,1,False
opt_001066,q_aemt_000267,B,Perform a primary assessment and correct life threats,2,True
opt_001067,q_aemt_000267,C,Complete the refusal form,3,False
opt_001068,q_aemt_000267,D,Wait for ALS before touching the patient,4,False
opt_001069,q_aemt_000268,A,Hypotension,1,True
opt_001070,q_aemt_000268,B,Mild isolated nausea,2,False
opt_001071,q_aemt_000268,C,Altered mental status,3,True
opt_001072,q_aemt_000268,D,Normal capillary refill,4,False
opt_001073,q_aemt_000269,A,Finish the narrative,1,False
opt_001074,q_aemt_000269,B,Call the supervisor first,2,False
opt_001075,q_aemt_000269,C,Ignore changes if destination is close,3,False
opt_001076,q_aemt_000269,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001077,q_aemt_000270,A,Trend in vitals and response to treatment,1,True
opt_001078,q_aemt_000270,B,Your lunch status,2,False
opt_001079,q_aemt_000270,C,Unverified bystander rumor,3,False
opt_001080,q_aemt_000270,D,Exact brand of stretcher,4,False
opt_001081,q_aemt_000271,A,Airway compromise,1,True
opt_001082,q_aemt_000271,B,Mild anxiety,2,False
opt_001083,q_aemt_000271,C,Normal skin color,3,False
opt_001084,q_aemt_000271,D,Stable vital signs,4,False
opt_001085,q_aemt_000272,A,Ask a detailed medication history,1,False
opt_001086,q_aemt_000272,B,Perform a primary assessment and correct life threats,2,True
opt_001087,q_aemt_000272,C,Complete the refusal form,3,False
opt_001088,q_aemt_000272,D,Wait for ALS before touching the patient,4,False
opt_001089,q_aemt_000273,A,Hypotension,1,True
opt_001090,q_aemt_000273,B,Mild isolated nausea,2,False
opt_001091,q_aemt_000273,C,Altered mental status,3,True
opt_001092,q_aemt_000273,D,Normal capillary refill,4,False
opt_001093,q_aemt_000274,A,Finish the narrative,1,False
opt_001094,q_aemt_000274,B,Call the supervisor first,2,False
opt_001095,q_aemt_000274,C,Ignore changes if destination is close,3,False
opt_001096,q_aemt_000274,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001097,q_aemt_000275,A,Trend in vitals and response to treatment,1,True
opt_001098,q_aemt_000275,B,Your lunch status,2,False
opt_001099,q_aemt_000275,C,Unverified bystander rumor,3,False
opt_001100,q_aemt_000275,D,Exact brand of stretcher,4,False
opt_001101,q_aemt_000276,A,Airway compromise,1,True
opt_001102,q_aemt_000276,B,Mild anxiety,2,False
opt_001103,q_aemt_000276,C,Normal skin color,3,False
opt_001104,q_aemt_000276,D,Stable vital signs,4,False
opt_001105,q_aemt_000277,A,Ask a detailed medication history,1,False
opt_001106,q_aemt_000277,B,Perform a primary assessment and correct life threats,2,True
opt_001107,q_aemt_000277,C,Complete the refusal form,3,False
opt_001108,q_aemt_000277,D,Wait for ALS before touching the patient,4,False
opt_001109,q_aemt_000278,A,Hypotension,1,True
opt_001110,q_aemt_000278,B,Mild isolated nausea,2,False
opt_001111,q_aemt_000278,C,Altered mental status,3,True
opt_001112,q_aemt_000278,D,Normal capillary refill,4,False
opt_001113,q_aemt_000279,A,Finish the narrative,1,False
opt_001114,q_aemt_000279,B,Call the supervisor first,2,False
opt_001115,q_aemt_000279,C,Ignore changes if destination is close,3,False
opt_001116,q_aemt_000279,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001117,q_aemt_000280,A,Trend in vitals and response to treatment,1,True
opt_001118,q_aemt_000280,B,Your lunch status,2,False
opt_001119,q_aemt_000280,C,Unverified bystander rumor,3,False
opt_001120,q_aemt_000280,D,Exact brand of stretcher,4,False
opt_001121,q_aemt_000281,A,Airway compromise,1,True
opt_001122,q_aemt_000281,B,Mild anxiety,2,False
opt_001123,q_aemt_000281,C,Normal skin color,3,False
opt_001124,q_aemt_000281,D,Stable vital signs,4,False
opt_001125,q_aemt_000282,A,Ask a detailed medication history,1,False
opt_001126,q_aemt_000282,B,Perform a primary assessment and correct life threats,2,True
opt_001127,q_aemt_000282,C,Complete the refusal form,3,False
opt_001128,q_aemt_000282,D,Wait for ALS before touching the patient,4,False
opt_001129,q_aemt_000283,A,Hypotension,1,True
opt_001130,q_aemt_000283,B,Mild isolated nausea,2,False
opt_001131,q_aemt_000283,C,Altered mental status,3,True
opt_001132,q_aemt_000283,D,Normal capillary refill,4,False
opt_001133,q_aemt_000284,A,Finish the narrative,1,False
opt_001134,q_aemt_000284,B,Call the supervisor first,2,False
opt_001135,q_aemt_000284,C,Ignore changes if destination is close,3,False
opt_001136,q_aemt_000284,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001137,q_aemt_000285,A,Trend in vitals and response to treatment,1,True
opt_001138,q_aemt_000285,B,Your lunch status,2,False
opt_001139,q_aemt_000285,C,Unverified bystander rumor,3,False
opt_001140,q_aemt_000285,D,Exact brand of stretcher,4,False
opt_001141,q_aemt_000286,A,Airway compromise,1,True
opt_001142,q_aemt_000286,B,Mild anxiety,2,False
opt_001143,q_aemt_000286,C,Normal skin color,3,False
opt_001144,q_aemt_000286,D,Stable vital signs,4,False
opt_001145,q_aemt_000287,A,Ask a detailed medication history,1,False
opt_001146,q_aemt_000287,B,Perform a primary assessment and correct life threats,2,True
opt_001147,q_aemt_000287,C,Complete the refusal form,3,False
opt_001148,q_aemt_000287,D,Wait for ALS before touching the patient,4,False
opt_001149,q_aemt_000288,A,Hypotension,1,True
opt_001150,q_aemt_000288,B,Mild isolated nausea,2,False
opt_001151,q_aemt_000288,C,Altered mental status,3,True
opt_001152,q_aemt_000288,D,Normal capillary refill,4,False
opt_001153,q_aemt_000289,A,Finish the narrative,1,False
opt_001154,q_aemt_000289,B,Call the supervisor first,2,False
opt_001155,q_aemt_000289,C,Ignore changes if destination is close,3,False
opt_001156,q_aemt_000289,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001157,q_aemt_000290,A,Trend in vitals and response to treatment,1,True
opt_001158,q_aemt_000290,B,Your lunch status,2,False
opt_001159,q_aemt_000290,C,Unverified bystander rumor,3,False
opt_001160,q_aemt_000290,D,Exact brand of stretcher,4,False
opt_001161,q_paramedic_000291,A,Airway compromise,1,True
opt_001162,q_paramedic_000291,B,Mild anxiety,2,False
opt_001163,q_paramedic_000291,C,Normal skin color,3,False
opt_001164,q_paramedic_000291,D,Stable vital signs,4,False
opt_001165,q_paramedic_000292,A,Ask a detailed medication history,1,False
opt_001166,q_paramedic_000292,B,Perform a primary assessment and correct life threats,2,True
opt_001167,q_paramedic_000292,C,Complete the refusal form,3,False
opt_001168,q_paramedic_000292,D,Wait for ALS before touching the patient,4,False
opt_001169,q_paramedic_000293,A,Hypotension,1,True
opt_001170,q_paramedic_000293,B,Mild isolated nausea,2,False
opt_001171,q_paramedic_000293,C,Altered mental status,3,True
opt_001172,q_paramedic_000293,D,Normal capillary refill,4,False
opt_001173,q_paramedic_000294,A,Finish the narrative,1,False
opt_001174,q_paramedic_000294,B,Call the supervisor first,2,False
opt_001175,q_paramedic_000294,C,Ignore changes if destination is close,3,False
opt_001176,q_paramedic_000294,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001177,q_paramedic_000295,A,Trend in vitals and response to treatment,1,True
opt_001178,q_paramedic_000295,B,Your lunch status,2,False
opt_001179,q_paramedic_000295,C,Unverified bystander rumor,3,False
opt_001180,q_paramedic_000295,D,Exact brand of stretcher,4,False
opt_001181,q_paramedic_000296,A,Airway compromise,1,True
opt_001182,q_paramedic_000296,B,Mild anxiety,2,False
opt_001183,q_paramedic_000296,C,Normal skin color,3,False
opt_001184,q_paramedic_000296,D,Stable vital signs,4,False
opt_001185,q_paramedic_000297,A,Ask a detailed medication history,1,False
opt_001186,q_paramedic_000297,B,Perform a primary assessment and correct life threats,2,True
opt_001187,q_paramedic_000297,C,Complete the refusal form,3,False
opt_001188,q_paramedic_000297,D,Wait for ALS before touching the patient,4,False
opt_001189,q_paramedic_000298,A,Hypotension,1,True
opt_001190,q_paramedic_000298,B,Mild isolated nausea,2,False
opt_001191,q_paramedic_000298,C,Altered mental status,3,True
opt_001192,q_paramedic_000298,D,Normal capillary refill,4,False
opt_001193,q_paramedic_000299,A,Finish the narrative,1,False
opt_001194,q_paramedic_000299,B,Call the supervisor first,2,False
opt_001195,q_paramedic_000299,C,Ignore changes if destination is close,3,False
opt_001196,q_paramedic_000299,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001197,q_paramedic_000300,A,Trend in vitals and response to treatment,1,True
opt_001198,q_paramedic_000300,B,Your lunch status,2,False
opt_001199,q_paramedic_000300,C,Unverified bystander rumor,3,False
opt_001200,q_paramedic_000300,D,Exact brand of stretcher,4,False
opt_001201,q_paramedic_000301,A,Airway compromise,1,True
opt_001202,q_paramedic_000301,B,Mild anxiety,2,False
opt_001203,q_paramedic_000301,C,Normal skin color,3,False
opt_001204,q_paramedic_000301,D,Stable vital signs,4,False
opt_001205,q_paramedic_000302,A,Ask a detailed medication history,1,False
opt_001206,q_paramedic_000302,B,Perform a primary assessment and correct life threats,2,True
opt_001207,q_paramedic_000302,C,Complete the refusal form,3,False
opt_001208,q_paramedic_000302,D,Wait for ALS before touching the patient,4,False
opt_001209,q_paramedic_000303,A,Hypotension,1,True
opt_001210,q_paramedic_000303,B,Mild isolated nausea,2,False
opt_001211,q_paramedic_000303,C,Altered mental status,3,True
opt_001212,q_paramedic_000303,D,Normal capillary refill,4,False
opt_001213,q_paramedic_000304,A,Finish the narrative,1,False
opt_001214,q_paramedic_000304,B,Call the supervisor first,2,False
opt_001215,q_paramedic_000304,C,Ignore changes if destination is close,3,False
opt_001216,q_paramedic_000304,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001217,q_paramedic_000305,A,Trend in vitals and response to treatment,1,True
opt_001218,q_paramedic_000305,B,Your lunch status,2,False
opt_001219,q_paramedic_000305,C,Unverified bystander rumor,3,False
opt_001220,q_paramedic_000305,D,Exact brand of stretcher,4,False
opt_001221,q_paramedic_000306,A,Airway compromise,1,True
opt_001222,q_paramedic_000306,B,Mild anxiety,2,False
opt_001223,q_paramedic_000306,C,Normal skin color,3,False
opt_001224,q_paramedic_000306,D,Stable vital signs,4,False
opt_001225,q_paramedic_000307,A,Ask a detailed medication history,1,False
opt_001226,q_paramedic_000307,B,Perform a primary assessment and correct life threats,2,True
opt_001227,q_paramedic_000307,C,Complete the refusal form,3,False
opt_001228,q_paramedic_000307,D,Wait for ALS before touching the patient,4,False
opt_001229,q_paramedic_000308,A,Hypotension,1,True
opt_001230,q_paramedic_000308,B,Mild isolated nausea,2,False
opt_001231,q_paramedic_000308,C,Altered mental status,3,True
opt_001232,q_paramedic_000308,D,Normal capillary refill,4,False
opt_001233,q_paramedic_000309,A,Finish the narrative,1,False
opt_001234,q_paramedic_000309,B,Call the supervisor first,2,False
opt_001235,q_paramedic_000309,C,Ignore changes if destination is close,3,False
opt_001236,q_paramedic_000309,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001237,q_paramedic_000310,A,Trend in vitals and response to treatment,1,True
opt_001238,q_paramedic_000310,B,Your lunch status,2,False
opt_001239,q_paramedic_000310,C,Unverified bystander rumor,3,False
opt_001240,q_paramedic_000310,D,Exact brand of stretcher,4,False
opt_001241,q_paramedic_000311,A,Airway compromise,1,True
opt_001242,q_paramedic_000311,B,Mild anxiety,2,False
opt_001243,q_paramedic_000311,C,Normal skin color,3,False
opt_001244,q_paramedic_000311,D,Stable vital signs,4,False
opt_001245,q_paramedic_000312,A,Ask a detailed medication history,1,False
opt_001246,q_paramedic_000312,B,Perform a primary assessment and correct life threats,2,True
opt_001247,q_paramedic_000312,C,Complete the refusal form,3,False
opt_001248,q_paramedic_000312,D,Wait for ALS before touching the patient,4,False
opt_001249,q_paramedic_000313,A,Hypotension,1,True
opt_001250,q_paramedic_000313,B,Mild isolated nausea,2,False
opt_001251,q_paramedic_000313,C,Altered mental status,3,True
opt_001252,q_paramedic_000313,D,Normal capillary refill,4,False
opt_001253,q_paramedic_000314,A,Finish the narrative,1,False
opt_001254,q_paramedic_000314,B,Call the supervisor first,2,False
opt_001255,q_paramedic_000314,C,Ignore changes if destination is close,3,False
opt_001256,q_paramedic_000314,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001257,q_paramedic_000315,A,Trend in vitals and response to treatment,1,True
opt_001258,q_paramedic_000315,B,Your lunch status,2,False
opt_001259,q_paramedic_000315,C,Unverified bystander rumor,3,False
opt_001260,q_paramedic_000315,D,Exact brand of stretcher,4,False
opt_001261,q_paramedic_000316,A,Airway compromise,1,True
opt_001262,q_paramedic_000316,B,Mild anxiety,2,False
opt_001263,q_paramedic_000316,C,Normal skin color,3,False
opt_001264,q_paramedic_000316,D,Stable vital signs,4,False
opt_001265,q_paramedic_000317,A,Ask a detailed medication history,1,False
opt_001266,q_paramedic_000317,B,Perform a primary assessment and correct life threats,2,True
opt_001267,q_paramedic_000317,C,Complete the refusal form,3,False
opt_001268,q_paramedic_000317,D,Wait for ALS before touching the patient,4,False
opt_001269,q_paramedic_000318,A,Hypotension,1,True
opt_001270,q_paramedic_000318,B,Mild isolated nausea,2,False
opt_001271,q_paramedic_000318,C,Altered mental status,3,True
opt_001272,q_paramedic_000318,D,Normal capillary refill,4,False
opt_001273,q_paramedic_000319,A,Finish the narrative,1,False
opt_001274,q_paramedic_000319,B,Call the supervisor first,2,False
opt_001275,q_paramedic_000319,C,Ignore changes if destination is close,3,False
opt_001276,q_paramedic_000319,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001277,q_paramedic_000320,A,Trend in vitals and response to treatment,1,True
opt_001278,q_paramedic_000320,B,Your lunch status,2,False
opt_001279,q_paramedic_000320,C,Unverified bystander rumor,3,False
opt_001280,q_paramedic_000320,D,Exact brand of stretcher,4,False
opt_001281,q_paramedic_000321,A,Airway compromise,1,True
opt_001282,q_paramedic_000321,B,Mild anxiety,2,False
opt_001283,q_paramedic_000321,C,Normal skin color,3,False
opt_001284,q_paramedic_000321,D,Stable vital signs,4,False
opt_001285,q_paramedic_000322,A,Ask a detailed medication history,1,False
opt_001286,q_paramedic_000322,B,Perform a primary assessment and correct life threats,2,True
opt_001287,q_paramedic_000322,C,Complete the refusal form,3,False
opt_001288,q_paramedic_000322,D,Wait for ALS before touching the patient,4,False
opt_001289,q_paramedic_000323,A,Hypotension,1,True
opt_001290,q_paramedic_000323,B,Mild isolated nausea,2,False
opt_001291,q_paramedic_000323,C,Altered mental status,3,True
opt_001292,q_paramedic_000323,D,Normal capillary refill,4,False
opt_001293,q_paramedic_000324,A,Finish the narrative,1,False
opt_001294,q_paramedic_000324,B,Call the supervisor first,2,False
opt_001295,q_paramedic_000324,C,Ignore changes if destination is close,3,False
opt_001296,q_paramedic_000324,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001297,q_paramedic_000325,A,Trend in vitals and response to treatment,1,True
opt_001298,q_paramedic_000325,B,Your lunch status,2,False
opt_001299,q_paramedic_000325,C,Unverified bystander rumor,3,False
opt_001300,q_paramedic_000325,D,Exact brand of stretcher,4,False
opt_001301,q_paramedic_000326,A,Airway compromise,1,True
opt_001302,q_paramedic_000326,B,Mild anxiety,2,False
opt_001303,q_paramedic_000326,C,Normal skin color,3,False
opt_001304,q_paramedic_000326,D,Stable vital signs,4,False
opt_001305,q_paramedic_000327,A,Ask a detailed medication history,1,False
opt_001306,q_paramedic_000327,B,Perform a primary assessment and correct life threats,2,True
opt_001307,q_paramedic_000327,C,Complete the refusal form,3,False
opt_001308,q_paramedic_000327,D,Wait for ALS before touching the patient,4,False
opt_001309,q_paramedic_000328,A,Hypotension,1,True
opt_001310,q_paramedic_000328,B,Mild isolated nausea,2,False
opt_001311,q_paramedic_000328,C,Altered mental status,3,True
opt_001312,q_paramedic_000328,D,Normal capillary refill,4,False
opt_001313,q_paramedic_000329,A,Finish the narrative,1,False
opt_001314,q_paramedic_000329,B,Call the supervisor first,2,False
opt_001315,q_paramedic_000329,C,Ignore changes if destination is close,3,False
opt_001316,q_paramedic_000329,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001317,q_paramedic_000330,A,Trend in vitals and response to treatment,1,True
opt_001318,q_paramedic_000330,B,Your lunch status,2,False
opt_001319,q_paramedic_000330,C,Unverified bystander rumor,3,False
opt_001320,q_paramedic_000330,D,Exact brand of stretcher,4,False
opt_001321,q_paramedic_000331,A,Airway compromise,1,True
opt_001322,q_paramedic_000331,B,Mild anxiety,2,False
opt_001323,q_paramedic_000331,C,Normal skin color,3,False
opt_001324,q_paramedic_000331,D,Stable vital signs,4,False
opt_001325,q_paramedic_000332,A,Ask a detailed medication history,1,False
opt_001326,q_paramedic_000332,B,Perform a primary assessment and correct life threats,2,True
opt_001327,q_paramedic_000332,C,Complete the refusal form,3,False
opt_001328,q_paramedic_000332,D,Wait for ALS before touching the patient,4,False
opt_001329,q_paramedic_000333,A,Hypotension,1,True
opt_001330,q_paramedic_000333,B,Mild isolated nausea,2,False
opt_001331,q_paramedic_000333,C,Altered mental status,3,True
opt_001332,q_paramedic_000333,D,Normal capillary refill,4,False
opt_001333,q_paramedic_000334,A,Finish the narrative,1,False
opt_001334,q_paramedic_000334,B,Call the supervisor first,2,False
opt_001335,q_paramedic_000334,C,Ignore changes if destination is close,3,False
opt_001336,q_paramedic_000334,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001337,q_paramedic_000335,A,Trend in vitals and response to treatment,1,True
opt_001338,q_paramedic_000335,B,Your lunch status,2,False
opt_001339,q_paramedic_000335,C,Unverified bystander rumor,3,False
opt_001340,q_paramedic_000335,D,Exact brand of stretcher,4,False
opt_001341,q_paramedic_000336,A,Airway compromise,1,True
opt_001342,q_paramedic_000336,B,Mild anxiety,2,False
opt_001343,q_paramedic_000336,C,Normal skin color,3,False
opt_001344,q_paramedic_000336,D,Stable vital signs,4,False
opt_001345,q_paramedic_000337,A,Ask a detailed medication history,1,False
opt_001346,q_paramedic_000337,B,Perform a primary assessment and correct life threats,2,True
