question_id,taxonomy_id,level,scenario_id_nullable,ecg_id_nullable,item_type,difficulty_1_to_5,cognitive_level,stem,answer_format,correct_answer_key,common_trap,remediation_rule_id_nullable,national_vs_local_flag,verification_status
q_aemt_000216,,aemt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Airway Anatomy. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_aemt_000217,,aemt,scn_aemt_000091,,single_best_answer,2,application,"What is the best next action? Topic focus: Airway Assessment. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_aemt_000218,,aemt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Oxygen Delivery. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_aemt_000219,,aemt,scn_aemt_000097,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Bvm Ventilation. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_aemt_000220,,aemt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Suctioning. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_aemt_000221,,aemt,scn_aemt_000103,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Adjuncts. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_aemt_000222,,aemt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Cpap. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_aemt_000223,,aemt,scn_aemt_000109,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Respiratory Distress. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_aemt_000224,,aemt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Asthma Copd. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_aemt_000225,,aemt,scn_aemt_000115,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Pulmonary Edema. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_aemt_000226,,aemt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Anaphylaxis Airway. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_aemt_000227,,aemt,scn_aemt_000121,,single_best_answer,2,application,"What is the best next action? Topic focus: Ventilation Monitoring. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_aemt_000228,,aemt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Cardiac Anatomy. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_aemt_000229,,aemt,scn_paramedic_000127,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Chest Pain. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_aemt_000230,,aemt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Acs. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_aemt_000231,,aemt,scn_paramedic_000133,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Heart Failure. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_aemt_000232,,aemt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Cardiac Arrest. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_aemt_000233,,aemt,scn_paramedic_000139,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Bradycardia. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_aemt_000234,,aemt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Tachycardia. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_aemt_000235,,aemt,scn_paramedic_000145,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Shockable Rhythms. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_aemt_000236,,aemt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Ecg Basics. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_aemt_000237,,aemt,scn_paramedic_000151,,single_best_answer,2,application,"What is the best next action? Topic focus: Twelve Lead. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_aemt_000238,,aemt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Stemi Recognition. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_aemt_000239,,aemt,scn_paramedic_000157,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Post Rosc. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_aemt_000240,,aemt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Bleeding Control. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_aemt_000241,,aemt,scn_paramedic_000163,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Shock Trauma. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_aemt_000242,,aemt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Head Injury. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_aemt_000243,,aemt,scn_paramedic_000169,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Spinal Motion. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_aemt_000244,,aemt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Chest Trauma. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_aemt_000245,,aemt,scn_paramedic_000175,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Abdominal Trauma. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_aemt_000246,,aemt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Pelvic Injury. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_aemt_000247,,aemt,scn_paramedic_000181,,single_best_answer,2,application,"What is the best next action? Topic focus: Extremity Injury. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_aemt_000248,,aemt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Burns. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_aemt_000249,,aemt,scn_paramedic_000187,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Crush Injury. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_aemt_000250,,aemt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Trauma Triage. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_aemt_000251,,aemt,scn_emt_000006,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Special Trauma. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_aemt_000252,,aemt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Altered Mental Status. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_aemt_000253,,aemt,scn_emt_000012,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Stroke. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_aemt_000254,,aemt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Seizure. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_aemt_000255,,aemt,scn_emt_000018,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Diabetes. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_aemt_000256,,aemt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Toxicology. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_aemt_000257,,aemt,scn_emt_000024,,single_best_answer,2,application,"What is the best next action? Topic focus: Sepsis. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_aemt_000258,,aemt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Abdominal Pain. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_aemt_000259,,aemt,scn_emt_000030,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Renal. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_aemt_000260,,aemt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Behavioral Crisis. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_aemt_000261,,aemt,scn_emt_000036,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Ob Delivery. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_aemt_000262,,aemt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Neonatal Resuscitation. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_aemt_000263,,aemt,scn_emt_000042,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Pediatrics. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_aemt_000264,,aemt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Geriatrics. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_aemt_000265,,aemt,scn_emt_000048,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Allergy Anaphylaxis. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_aemt_000266,,aemt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Scene Safety. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_aemt_000267,,aemt,scn_emt_000054,,single_best_answer,2,application,"What is the best next action? Topic focus: Ppe Infection Control. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_aemt_000268,,aemt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Hazmat Awareness. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_aemt_000269,,aemt,scn_emt_000060,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Mci Triage. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_aemt_000270,,aemt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Radio Report. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_aemt_000271,,aemt,scn_emt_000066,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Documentation. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_aemt_000272,,aemt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Legal Consent. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_aemt_000273,,aemt,scn_aemt_000072,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Refusal. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_aemt_000274,,aemt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Interfacility. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_aemt_000275,,aemt,scn_aemt_000078,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Wellness Resilience. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_aemt_000276,,aemt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Ambulance Ops. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_aemt_000277,,aemt,scn_aemt_000084,,single_best_answer,2,application,"What is the best next action? Topic focus: Quality Improvement. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_aemt_000278,,aemt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Anatomy Physiology. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_aemt_000279,,aemt,scn_aemt_000090,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Medical Terminology. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_aemt_000280,,aemt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Pathophysiology. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_aemt_000281,,aemt,scn_aemt_000096,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Pharmacology Basics. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_aemt_000282,,aemt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Medication Math. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_aemt_000283,,aemt,scn_aemt_000102,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Ecg Fundamentals. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_aemt_000284,,aemt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Vital Signs. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_aemt_000285,,aemt,scn_aemt_000108,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Assessment Frameworks. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_aemt_000286,,aemt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Communication. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_aemt_000287,,aemt,scn_aemt_000114,,single_best_answer,2,application,"What is the best next action? Topic focus: Ethics. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_aemt_000288,,aemt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Airway Anatomy. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_aemt_000289,,aemt,scn_aemt_000120,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Airway Assessment. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_aemt_000290,,aemt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Oxygen Delivery. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_paramedic_000291,,paramedic,scn_paramedic_000126,ecg_000004,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Bvm Ventilation. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_paramedic_000292,,paramedic,,,single_best_answer,2,application,"What is the best next action? Topic focus: Suctioning. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_paramedic_000293,,paramedic,scn_paramedic_000132,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Adjuncts. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_paramedic_000294,,paramedic,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Cpap. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_paramedic_000295,,paramedic,scn_paramedic_000138,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Respiratory Distress. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_paramedic_000296,,paramedic,,ecg_000009,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Asthma Copd. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_paramedic_000297,,paramedic,scn_paramedic_000144,,single_best_answer,2,application,"What is the best next action? Topic focus: Pulmonary Edema. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_paramedic_000298,,paramedic,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Anaphylaxis Airway. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_paramedic_000299,,paramedic,scn_paramedic_000150,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Ventilation Monitoring. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_paramedic_000300,,paramedic,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Cardiac Anatomy. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_paramedic_000301,,paramedic,scn_paramedic_000156,ecg_000002,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Chest Pain. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_paramedic_000302,,paramedic,,,single_best_answer,2,application,"What is the best next action? Topic focus: Acs. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_paramedic_000303,,paramedic,scn_paramedic_000162,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Heart Failure. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_paramedic_000304,,paramedic,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Cardiac Arrest. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_paramedic_000305,,paramedic,scn_paramedic_000168,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Bradycardia. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_paramedic_000306,,paramedic,,ecg_000007,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Tachycardia. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_paramedic_000307,,paramedic,scn_paramedic_000174,,single_best_answer,2,application,"What is the best next action? Topic focus: Shockable Rhythms. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_paramedic_000308,,paramedic,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Ecg Basics. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_paramedic_000309,,paramedic,scn_paramedic_000180,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Twelve Lead. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_paramedic_000310,,paramedic,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Stemi Recognition. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_paramedic_000311,,paramedic,scn_paramedic_000186,ecg_000012,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Post Rosc. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_paramedic_000312,,paramedic,,,single_best_answer,2,application,"What is the best next action? Topic focus: Bleeding Control. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_paramedic_000313,,paramedic,scn_emt_000005,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Shock Trauma. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_paramedic_000314,,paramedic,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Head Injury. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_paramedic_000315,,paramedic,scn_emt_000011,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Spinal Motion. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_paramedic_000316,,paramedic,,ecg_000005,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Chest Trauma. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_paramedic_000317,,paramedic,scn_emt_000017,,single_best_answer,2,application,"What is the best next action? Topic focus: Abdominal Trauma. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_paramedic_000318,,paramedic,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Pelvic Injury. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_paramedic_000319,,paramedic,scn_emt_000023,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Extremity Injury. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
